"playerId","player","team","position","age","exp","bye","lower","upper","sdPts","dropoff","tier","ptSpread","overallECR","positionECR","sdRank","risk","sleeper","actualPoints","games","points","vor","vorLow","vorHigh","overallRank","positionRank","ptsGame","vorGame","vorGameLow","vorGameHigh","adp","auctionValue","adpDiff","cost","ppdollar"
2552475,"Todd Gurley","LAR","RB",24,3,12,254.925096198315,295.41940297157,15.3658200432694,22.3238398582445,1,40.4943067732557,1.4,1.3,0.6,3.50335503857009,NA,306.1,16,278.826522045076,165.658115563419,170.10805480763,153.810212770098,1,1,17.4266576278172,10.3536322227137,10.6317534254768,9.6131382981311,1.5133,66.9075,-0.5133,74,3.7679259735821
2553435,"David Johnson","ARI","RB",27,3,9,226.714732510288,274.315607237561,20.3838445892162,10.1657569740347,2,47.6008747272728,2.7,2.5,1.2,4.34147991057391,NA,192.6,16,257.456983546132,144.288577064474,141.897691119603,132.706417036088,2,2,16.0910614716332,9.01803606652965,8.86860569497518,8.29415106475549,3.695,61.8675,-1.695,69,3.73126063110336
2555224,"Ezekiel Elliott","DAL","RB",23,2,8,234.451,277.8563886751,15.0320015018327,23.8585896257854,2,43.4053886751003,3.1,2.8,1,3.56948308742883,NA,251.1,16,255.548380827531,142.379974345874,149.633958609315,136.247198473627,3,3,15.9717738017207,8.89874839661712,9.35212241308217,8.51544990460171,3.92,63.3775,-0.92,70,3.65069115467901
2540175,"LeVeon Bell","PIT","RB",26,5,7,214.655795434058,261.375451191634,18.8846354379088,16.1503871017723,2,46.7196557575757,17.1,9.6,6.9,5.7199947027338,NA,0,16,239.034072316663,125.865665835006,129.838754043373,119.766260990161,4,4,14.9396295197914,7.86660411468786,8.11492212771082,7.48539131188508,3.4217,64.225,0.5783,71,3.36667707488258
2558019,"Alvin Kamara","NO","RB",22,1,6,193.905,243.041776845171,17.2512272914659,4.53723282262729,3,49.1367768451713,7.5,5.7,2,4.14368772730924,NA,267.2,16,224.345510086828,111.177103605171,109.087958609315,101.432586643698,5,5,14.0215943804268,6.9485689753232,6.81799741308217,6.33953666523115,6.3883,56.915,-1.3883,63,3.56103984264807
2557973,"Leonard Fournette","JAC","RB",22,1,9,203.269602194787,232.150163233748,11.6546245600924,4.05634734937112,3,28.880561038961,9.3,6.7,1.9,3.36662499827342,NA,98.4,16,221.421860342953,108.253453861296,118.452560804102,90.5409730322755,6,6,13.8388662714346,6.76584086633099,7.40328505025639,5.65881081451722,10.8333,50.755,-4.8333,56,3.95396179183845
2557917,"Kareem Hunt","KC","RB",23,1,12,200.022256829316,227.529646823877,15.7760727088913,2.0331757458199,3,27.5073899945605,11,7.8,1.9,3.9184658887027,NA,204.2,16,218.194694185449,105.026287703792,115.205215438631,85.9204566224037,7,7,13.6371683865906,6.56414298148699,7.20032596491443,5.37002853890023,10.005,51.965,-3.005,58,3.76197748595602
2552469,"Melvin Gordon","LAC","RB",25,3,8,182.590315500686,234.550293855664,17.7421722738758,8.39817731317402,3,51.9599783549783,9,6.7,1.8,4.15401043230478,NA,221.5,16,216.536331801715,103.367925320058,97.7732741100007,92.9411036541913,8,8,13.5335207376072,6.4604953325036,6.11082963187504,5.80881897838696,11.2667,49.77,-3.2667,55,3.93702421457663
2560968,"Saquon Barkley","NYG","RB",21,0,9,195.694,236.140395035202,17.3287206879831,20.5880564831811,3,40.4463950352023,7.5,5.6,1.7,4.07094521096179,NA,292.8,16,215.786705077543,102.618298595886,110.876958609315,94.5312048337294,9,9,13.4866690673465,6.41364366224289,6.92980991308217,5.90820030210809,7.0733,57.2875,1.9267,64,3.37166726683661
2508061,"Antonio Brown","PIT","WR",30,8,7,194.894609053498,226.293628624927,13.0869219209805,19.6795568100215,1,31.3990195714286,5,1.2,0.5,1.49418102732555,NA,219.7,16,213.440588793063,97.2654411683665,97.986247828075,94.3676511029122,10,1,13.3400367995664,6.0790900730229,6.12414048925469,5.89797819393201,5.645,61.325,4.355,68,3.13883218813328
2557991,"Dalvin Cook","MIN","RB",23,1,10,183.289547325103,207.77512238097,8.9596970192306,13.2946634895922,4,24.4855750558673,16.2,10.3,1.8,2.97808178059799,NA,110,16,200.489603899538,87.3211974178809,98.4725059344177,66.1659321794973,11,10,12.5306002437211,5.45757483861756,6.1545316209011,4.13537076121858,15.3783,46.0725,-4.3783,51,3.93116870391251
2540165,"DeAndre Hopkins","HOU","WR",26,5,10,173.378,222.590181183617,18.0876844493722,9.1465018037978,1,49.2121811836174,8.1,2.4,1,1.64705748136886,NA,217.2,16,197.524359740013,81.3492121153167,76.4696387745771,90.6642036616032,12,2,12.3452724837508,5.08432575720729,4.77935242341107,5.6665127288502,10.615,54.23,1.385,60,3.29207266233356
2543583,"Devonta Freeman","ATL","RB",26,4,8,179.908380892816,196.911614741061,8.09358505052195,5.80558642004146,5,17.003233848245,20,11.9,2.1,2.94523229156888,NA,9.1,16,189.907693289187,76.7392868075295,95.0913395021312,55.3024245395885,13,11,11.8692308305742,4.79620542547059,5.9432087188832,3.45640153372428,19.835,36.8625,-6.835,41,4.63189495827284
2543496,"Odell Beckham","NYG","WR",26,4,9,158.475,225.515209599647,24.1191140018845,9.52510604492741,2,67.0402095996473,10,3.3,1.3,1.73878335379485,NA,138.2,16,189.99770422607,73.8225566013732,61.566638774577,93.5892320776329,14,3,11.8748565141294,4.61390978758583,3.84791492341107,5.84932700485206,11.935,52.5375,2.065,58,3.27582248665638
497240,"Rob Gronkowski","NE","TE",29,8,11,151.268888888889,175.93415410628,9.6932617736562,30.29989609765,1,24.6652652173913,22.7,1.1,0.2,3.600272628313,NA,83.2,16,166.029757754863,72.3712758862917,75.7119957051408,74.0128124549441,15,1,10.376859859679,4.52320474289323,4.7319997315713,4.62580077843401,20.9233,35.44,-5.9233,39,4.25717327576573
2557997,"Christian McCaffrey","CAR","RB",22,1,4,168.182,191.855986179911,11.3540962167247,2.804123914945,5,23.6739861799112,18.1,11.1,2.2,3.40950427257021,NA,271.5,16,184.482187530705,71.3137810490479,83.3649586093148,50.2467959784383,16,12,11.5301367206691,4.4571113155655,5.21030991308217,3.14042474865239,17.3167,40.095,-1.3167,45,4.099604167349
2495454,"Julio Jones","ATL","WR",29,7,8,174.3,201.01784440258,11.3624506857694,13.2118327512514,2,26.7178444025796,11.7,4,1.5,1.79993393541218,NA,209.7,16,186.758011646361,70.5828640216645,77.391638774577,69.0918668805653,17,4,11.6723757278976,4.41142900135403,4.83697742341106,4.31824168003533,13.085,50.5875,3.915,56,3.33496449368502
2555418,"Jordan Howard","CHI","RB",24,2,5,151.887654320988,196.774842854284,15.9230470923944,6.34147200731843,5,44.8871885332959,20.8,12.2,1.8,3.91043884685523,NA,159,16,183.722026207585,70.5536197259281,67.0706129303024,55.1656526528107,18,13,11.4826266379741,4.4096012328705,4.1919133081439,3.44785329080067,26,29.725,-8,33,5.56733412750258
2506363,"Aaron Rodgers","GB","QB",35,13,7,291.136872427984,344.573742676431,21.5220644378449,25.8189500974951,1,53.4368702484472,57.8,1.2,0.4,3.61423490450148,NA,301.58,16,320.755922958824,68.0013337450957,66.1304349630936,80.197353856762,19,1,20.0472451849265,4.21740068696534,4.13315218519335,5.01233461604763,25.8667,25.81,-6.8667,29,11.0605490675457
79607,"LeSean McCoy","BUF","RB",30,9,11,131.374382510288,200.637604016348,24.6037903005069,10.2044181124733,5,69.2632215060602,33.2,16.7,3,5.40522004419979,NA,93.2,16,179.634101023935,66.4656945422778,46.5573411196029,59.0284138148754,20,14,11.2271313139959,4.15410590889237,2.90983381997518,3.68927586342971,28.19,30.59,-8.19,34,5.28335591246867
