"id","first_name","last_name","team","position","age","exp","pos","avg_type","points","pos_rank","drop_off","sd_pts","floor","ceiling","tier","points_vor","rank","floor_vor","floor_rank","ceiling_vor","ceiling_rank"
"0521","Chicago","Bears","CHI","DST",NA,50,"DST","average",97.4183333333333,20,0.851999999999975,6.82184872303688,87.12,102.58,11,-19.7404444444445,180,-10.1433333333333,134,-29.945,214
"0521","Chicago","Bears","CHI","DST",NA,50,"DST","robust",95.46,24,1.96249999999999,6.80513400000001,87.12,102.58,11,-21.2133333333333,186,-10.1433333333333,134,-29.945,214
"0521","Chicago","Bears","CHI","DST",NA,50,"DST","weighted",98.0061316312675,17,1.12840292716412,7.77071789446126,86.4,101.755905523256,11,-19.7980688434929,175,-8.59999999999999,125,-30.9668197674419,218
"0522","Detroit","Lions","DET","DST",NA,50,"DST","average",87.8343333333333,29,2.76333333333334,11.3773933745828,72.08,94.856,16,-29.3244444444445,216,-25.1833333333333,191,-37.669,235
"0522","Detroit","Lions","DET","DST",NA,50,"DST","robust",88.165,30,5.03750000000001,7.11648,72.08,94.856,16,-28.5083333333333,213,-25.1833333333333,191,-37.669,235
"0522","Detroit","Lions","DET","DST",NA,50,"DST","weighted",87.3241373514831,29,2.7078378601079,12.512213706208,72,94.8885087209302,16,-30.4800631232773,217,-23,176,-37.8342165697674,235
"0523","Green Bay","Packers","GBP","DST",NA,50,"DST","average",97.629,18,0.149666666666675,17.0591251241088,72.575,113.65,11,-19.5297777777778,177,-24.6883333333333,189,-18.875,179
"0523","Green Bay","Packers","GBP","DST",NA,50,"DST","robust",99.87,16,2.39,16.108449,72.575,113.65,11,-16.8033333333333,169,-24.6883333333333,189,-18.875,179
"0523","Green Bay","Packers","GBP","DST",NA,50,"DST","weighted",94.8018385071233,22,0.657016727454746,20.6844291084947,70,113.044449127907,11,-23.002361967637,191,-25,180,-19.6782761627907,183
"0524","Minnesota","Vikings","MIN","DST",NA,50,"DST","average",110.053,7,2.46633333333332,13.890515349211,91.2525,125.325,5,-7.10577777777779,130,-6.01083333333334,122,-7.2,130
"0524","Minnesota","Vikings","MIN","DST",NA,50,"DST","robust",109.26,7,1.1825,12.075777,91.2525,125.325,5,-7.41333333333333,130,-6.01083333333334,122,-7.2,130
"0524","Minnesota","Vikings","MIN","DST",NA,50,"DST","weighted",112.198156225241,7,4.30739050890355,17.8451506700066,89,126.17324127907,5,-5.60604424951907,126,-6,122,-6.5494840116279,133
"0525","Tampa Bay","Buccaneers","TBB","DST",NA,50,"DST","average",107.090666666667,11,3.548,15.2511770037594,82.07,118.575,7,-10.0681111111111,149,-15.1933333333333,157,-13.95,152
"0525","Tampa Bay","Buccaneers","TBB","DST",NA,50,"DST","robust",103.77,12,0.894999999999996,16.175166,82.07,118.575,7,-12.9033333333333,154,-15.1933333333333,157,-13.95,152
"0525","Tampa Bay","Buccaneers","TBB","DST",NA,50,"DST","weighted",108.278266824689,8,0.930728530236365,19.5304023773659,78,118.765421511628,7,-9.52593365007142,145,-17,153,-13.9573037790698,153
"0526","Atlanta","Falcons","ATL","DST",NA,50,"DST","average",91.1613333333333,25,1.47316666666667,9.21907153676551,74.984,94.56,15,-25.9974444444445,201,-22.2793333333333,185,-37.965,236
"0526","Atlanta","Falcons","ATL","DST",NA,50,"DST","robust",90.29,28,1.23749999999998,6.22692,74.984,94.56,15,-26.3833333333333,207,-22.2793333333333,185,-37.965,236
"0526","Atlanta","Falcons","ATL","DST",NA,50,"DST","weighted",91.7370503730193,25,3.86818071856838,10.5536562872831,72,94.5583944954128,15,-26.067150101741,199,-23,176,-38.1643307952848,236
"0527","Carolina","Panthers","CAR","DST",NA,50,"DST","average",97.1003333333333,21,1.36099999999999,19.5155917153439,71.82,116.98,11,-20.0584444444444,181,-25.4433333333333,192,-15.545,161
"0527","Carolina","Panthers","CAR","DST",NA,50,"DST","robust",97.125,19,0.16749999999999,17.731896,71.82,116.98,11,-19.5483333333333,178,-25.4433333333333,192,-15.545,161
"0527","Carolina","Panthers","CAR","DST",NA,50,"DST","weighted",96.1155988081975,20,1.05507063688276,22.1504113711546,69,115.76951744186,11,-21.6886016665629,184,-26,181,-16.9532078488372,167
"0528","Los Angeles","Rams","LAR","DST",NA,50,"DST","average",116.451666666667,3,1.93566666666668,15.4644630254874,92.7325,131.075,3,-0.707111111111118,105,-4.53083333333333,119,-1.45000000000002,109
"0528","Los Angeles","Rams","LAR","DST",NA,50,"DST","robust",115.805,3,1.39000000000001,10.281831,92.7325,131.075,3,-0.868333333333325,107,-4.53083333333333,119,-1.45000000000002,109
"0528","Los Angeles","Rams","LAR","DST",NA,50,"DST","weighted",116.921032702455,3,1.79531687783985,19.8191302059734,89,131.71175872093,3,-0.883167772305512,106,-6,122,-1.01096656976745,108
"0529","New Orleans","Saints","NOS","DST",NA,50,"DST","average",111.94,6,2.94166666666666,12.1453557653396,93.315,122.7,4,-5.21877777777779,123,-3.94833333333334,117,-9.82499999999999,137
"0529","New Orleans","Saints","NOS","DST",NA,50,"DST","robust",109.86,6,0.950000000000017,13.966092,93.315,122.7,4,-6.81333333333332,126,-3.94833333333334,117,-9.82499999999999,137
"0529","New Orleans","Saints","NOS","DST",NA,50,"DST","weighted",112.943334681654,6,2.70512315668879,15.5949518304733,92,123.207790697674,4,-4.86086579310647,123,-3,113,-9.51493459302324,138
"0530","San Francisco","49ers","SFO","DST",NA,50,"DST","average",119.659,2,3.75033333333333,11.7396940618854,104.4875,132.225,2,2.50022222222222,99,7.22416666666666,88,-0.299999999999983,105
"0530","San Francisco","49ers","SFO","DST",NA,50,"DST","robust",118.515,2,2.7625,9.080925,104.4875,132.225,2,1.84166666666667,102,7.22416666666666,88,-0.299999999999983,105
"0530","San Francisco","49ers","SFO","DST",NA,50,"DST","weighted",120.70378111634,2,4.34937096237016,15.2365151499473,104,132.881002906977,2,2.8995806415801,98,9,84,0.158277616279065,107
