,id,player,team,position,age,exp,pos,avg_type,points,pos_rank,drop_off,sd_pts,floor,ceiling,tier,points_vor,rank,floor_vor,floor_rank,ceiling_vor,ceiling_rank,espn_names,espn_id,picked,blacklist,Name,Pos,Team,Bye,%,pick,espnid,probpicked,pbest,emaxw,emax,opp,oc
201,14109,Terry McLaurin,WAS,WR,25.0,1,WR,weighted,145.723691342162,23.0,1.25254632735141,12.4028320040486,131.5,162.717722419929,6.0,19.1875418560023,69.0,25.766666666666698,63.0,20.7989330313814,68.0,Terry McLaurin,3121422,False,False,Terry McLaurin,WR,WAS,8.0,1.0,23.0,3121422,0.0,0.0,0.0,0.0,172.94657087132694,-0.0
67,11222,Keenan Allen,LAC,WR,28.0,7,WR,weighted,144.624052006424,24.0,0.333652558966008,11.370740551366401,129.29,157.38831818181802,6.0,18.0879025202641,70.0,23.556666666666697,66.0,15.4695287932708,77.0,Keenan Allen,15818,False,False,Keenan Allen,WR,LAC,10.0,1.0,23.0,15818,0.0,0.0,0.0,0.0,172.94657087132694,-0.0
60,10729,T.Y. Hilton,IND,WR,31.0,8,WR,weighted,144.318238023197,25.0,0.305988811623081,11.617406361782999,130.7,160.205318181818,6.0,17.782088537037698,71.0,24.966666666666697,64.0,18.2865287932708,75.0,T.Y. Hilton,14924,False,False,T.Y. Hilton,WR,IND,7.0,1.0,23.0,14924,0.0,0.0,0.0,0.0,172.94657087132694,-0.0
174,13668,D.J. Chark,JAC,WR,24.0,2,WR,weighted,144.262560871718,26.0,2.90907621022865,15.3524923388339,131.9,165.7695,6.0,17.7264113855585,73.0,26.1666666666667,62.0,23.8507106114526,64.0,DJ Chark Jr.,3115394,False,False,D.J. Chark,WR,JAX,7.0,1.0,23.0,3115394,0.0,0.0,0.0,0.0,172.94657087132694,-0.0
109,12620,Dak Prescott,DAL,QB,27.0,4,QB,weighted,319.570891130495,3.0,5.647317416509111,15.179356495547099,304.539131337405,343.057281818182,3.0,56.0407769877574,31.0,60.76579800407129,27.0,46.4937545372538,41.0,Dak Prescott,2577417,False,False,Dak Prescott,QB,DAL,10.0,1.0,23.0,2577417,0.0,0.0,0.0,0.0,323.9316311342715,-0.0
53,10273,Cam Newton,NEP,QB,31.0,9,QB,weighted,256.952530286706,14.0,0.7068462713704091,27.782383303890004,225.22,294.586504880091,5.0,-6.57758385603171,130.0,-18.553333333333303,163.0,-1.9770224008365198,116.0,Cam Newton,13994,False,False,Cam Newton,QB,NE,6.0,1.0,23.0,13994,0.0,0.0,0.0,0.0,323.9316311342715,-0.0
58,10700,Kirk Cousins,MIN,QB,32.0,8,QB,weighted,238.294659064979,23.0,3.8430919197258198,19.7757407717634,225.18,269.40412729813704,7.0,-25.235455077759102,205.0,-18.5933333333333,165.0,-27.1593999827913,211.0,Kirk Cousins,14880,False,False,Kirk Cousins,QB,MIN,7.0,1.0,23.0,14880,0.0,0.0,0.0,0.0,323.9316311342715,-0.0
124,13113,Deshaun Watson,HOU,QB,25.0,3,QB,weighted,313.870115331913,5.0,17.4457803481113,12.0808415270456,305.56,332.724527272727,3.0,50.340001189175204,33.0,61.7866666666667,25.0,36.1609999917993,51.0,Deshaun Watson,3122840,False,False,Deshaun Watson,QB,HOU,8.0,1.0,23.0,3122840,0.0,0.0,0.0,0.0,323.9316311342715,-0.0
32,4925,Drew Brees,NOS,QB,41.0,19,QB,weighted,282.80508804933703,8.0,2.99038203750757,15.428935627990999,265.5,301.233782181818,5.0,19.2749739065993,68.0,21.7266666666667,68.0,4.670254900890201,93.0,Drew Brees,2580,False,False,Drew Brees,QB,NO,6.0,1.0,23.0,2580,0.0,0.0,0.0,0.0,323.9316311342715,-0.0
36,7836,Aaron Rodgers,GBP,QB,37.0,15,QB,weighted,275.80083366282,11.0,8.98192759206688,13.7709141953917,263.9,298.007220978552,5.0,12.2707195200827,80.0,20.126666666666697,71.0,1.4436936976245,100.0,Aaron Rodgers,8439,False,False,Aaron Rodgers,QB,GB,5.0,1.0,23.0,8439,0.0,0.0,0.0,0.0,323.9316311342715,-0.0
43,9099,Matt Ryan,ATL,QB,35.0,12,QB,weighted,278.32393980036096,10.0,3.24687014732638,18.039754627033602,252.4,302.083579636364,5.0,14.7938256576228,76.0,8.62666666666667,83.0,5.520052355435669,91.0,Matt Ryan,11237,False,False,Matt Ryan,QB,ATL,10.0,1.0,23.0,11237,0.0,0.0,0.0,0.0,323.9316311342715,-0.0
33,5848,Tom Brady,TBB,QB,43.0,20,QB,weighted,281.305472223298,9.0,4.24308549170775,28.5873899077217,245.04,318.09884676631003,5.0,17.7753580805605,72.0,1.26666666666668,101.0,21.5353194853822,66.0,Tom Brady,2330,False,False,Tom Brady,QB,TB,13.0,1.0,23.0,2330,0.0,0.0,0.0,0.0,323.9316311342715,-0.0
186,14056,Kyler Murray,ARI,QB,23.0,1,QB,weighted,298.528550541148,6.0,9.965946803252221,32.8516807084578,254.1,342.18473636363603,3.0,34.9984363984104,44.0,10.3266666666667,77.0,45.6212090827084,42.0,Kyler Murray,3917315,False,False,Kyler Murray,QB,ARI,8.0,1.0,23.0,3917315,0.0,0.0,0.0,0.0,323.9316311342715,-0.0
187,14057,Drew Lock,DEN,QB,24.0,1,QB,weighted,234.69701532838297,24.0,0.9700701555668159,29.1464408300491,194.74,272.775153693441,7.0,-28.833098814355,213.0,-49.0333333333333,257.0,-23.788373587487303,202.0,Drew Lock,3924327,False,False,,,,,1.0,,,0.0,0.0,0.0,0.0,323.9316311342715,-0.0
156,13589,Josh Allen,BUF,QB,24.0,2,QB,weighted,294.320119426455,7.0,12.264839290137301,17.1395197058549,271.58,315.578427272727,4.0,30.7900052837172,50.0,27.806666666666697,59.0,19.0148999917993,73.0,Josh Allen,3918298,False,False,Josh Allen,QB,BUF,11.0,1.0,23.0,3918298,0.0,0.0,0.0,0.0,323.9316311342715,-0.0
76,11644,Derek Carr,LVR,QB,29.0,6,QB,weighted,234.20611896212299,25.0,5.91559665704222,21.6183669241187,214.86,261.420770909091,7.0,-29.3239951806149,214.0,-28.913333333333302,206.0,-35.1427563718371,244.0,Derek Carr,16757,False,False,,,,,1.0,,,0.0,0.0,0.0,0.0,323.9316311342715,-0.0
107,12610,Carson Wentz,PHI,QB,28.0,4,QB,weighted,274.353305643248,12.0,16.2347872507651,23.9721716390827,248.92,311.284526133469,5.0,10.823191500510099,83.0,5.14666666666668,90.0,14.720998852541099,78.0,Carson Wentz,2573079,False,False,Carson Wentz,QB,PHI,9.0,1.0,23.0,2573079,0.0,0.0,0.0,0.0,323.9316311342715,-0.0
216,14777,Joe Burrow,CIN,QB,24.0,0,QB,weighted,238.611834841,22.0,2.1159976443190103,24.592014342590197,211.84,275.690105124544,6.0,-24.9182793017381,204.0,-31.933333333333398,213.0,-20.8734221563835,190.0,Joe Burrow,3915511,False,False,Joe Burrow,QB,CIN,9.0,1.0,23.0,3915511,0.0,0.0,0.0,0.0,323.9316311342715,-0.0
188,14059,Daniel Jones,NYG,QB,23.0,1,QB,weighted,251.616953811711,17.0,2.64176217670052,22.710238205802398,241.14,297.09685598413995,6.0,-11.913160331027,154.0,-2.63333333333333,115.0,0.533328703211964,102.0,Daniel Jones,3917792,False,False,Daniel Jones,QB,NYG,11.0,1.0,23.0,3917792,0.0,0.0,0.0,0.0,323.9316311342715,-0.0
44,9431,Matthew Stafford,DET,QB,32.0,11,QB,weighted,259.284506498259,13.0,2.5041919731965,27.046229247954397,232.1,293.133581818182,5.0,-4.24560764447841,120.0,-11.673333333333302,140.0,-3.42994546274616,123.0,Matthew Stafford,12483,False,False,Matthew Stafford,QB,DET,5.0,1.0,23.0,12483,0.0,0.0,0.0,0.0,323.9316311342715,-0.0
57,10697,Ryan Tannehill,TEN,QB,32.0,8,QB,weighted,256.60809876342,15.0,2.85798722393838,14.9588619351997,245.14,277.250366326064,6.0,-6.92201537931817,132.0,1.3666666666666498,100.0,-19.313160954864,187.0,Ryan Tannehill,14876,False,False,Ryan Tannehill,QB,TEN,7.0,1.0,23.0,14876,0.0,0.0,0.0,0.0,323.9316311342715,-0.0
108,12611,Jared Goff,LAR,QB,26.0,4,QB,weighted,255.88326926725202,16.0,4.43759017831502,14.8291732476579,239.46,277.459455545455,6.0,-7.646844875486099,134.0,-4.31333333333333,118.0,-19.1040717354734,185.0,Jared Goff,3046779,False,False,Jared Goff,QB,LAR,9.0,1.0,23.0,3046779,0.0,0.0,0.0,0.0,323.9316311342715,-0.0
157,13590,Baker Mayfield,CLE,QB,25.0,2,QB,weighted,251.274404366163,18.0,6.22187232711988,16.5114406673512,237.04,275.298895164994,6.0,-12.255709776575198,156.0,-6.733333333333321,127.0,-21.264632115933498,192.0,Baker Mayfield,3052587,False,False,Baker Mayfield,QB,CLE,9.0,1.0,23.0,3052587,0.0,0.0,0.0,0.0,323.9316311342715,-0.0
35,7401,Ben Roethlisberger,PIT,QB,38.0,16,QB,weighted,246.67597890385798,19.0,5.35072142647041,21.190787948208,222.06,271.47753993788797,6.0,-16.8541352388799,169.0,-21.713333333333303,177.0,-25.0859873430398,206.0,Ben Roethlisberger,5536,False,False,Ben Roethlisberger,QB,PIT,8.0,1.0,23.0,5536,0.0,0.0,0.0,0.0,323.9316311342715,-0.0
189,14067,Gardner Minshew,JAC,QB,24.0,1,QB,weighted,243.429085174228,20.0,4.5124528634539995,17.2359168967908,221.9,267.921888230121,6.0,-20.1010289685102,181.0,-21.873333333333303,178.0,-28.6416390508073,219.0,Gardner Minshew II,4038524,False,False,,,,,1.0,,,0.0,0.0,0.0,0.0,323.9316311342715,-0.0
87,11760,Jimmy Garoppolo,SFO,QB,29.0,6,QB,weighted,239.221429780547,21.0,0.768182827558178,25.6058374602029,209.52,268.70841378882005,6.0,-24.308684362190398,203.0,-34.2533333333333,220.0,-27.855113492108103,215.0,Jimmy Garoppolo,16760,False,False,,,,,1.0,,,0.0,0.0,0.0,0.0,323.9316311342715,-0.0
217,14797,D'Andre Swift,DET,RB,21.0,0,RB,weighted,144.173420897036,27.0,3.28980677172737,33.664773245938,101.4,191.55545679987802,5.0,27.842936880959897,54.0,1.42433333333334,99.0,51.918068384283295,35.0,D'Andre Swift,4259545,False,False,D'Andre Swift,RB,DET,5.0,1.0,23.0,4259545,0.0,0.0,0.0,0.0,186.81474004962547,-0.0
51,10261,A.J. Green,CIN,WR,32.0,9,WR,weighted,138.945031771548,28.0,2.55513802688307,11.3176333062625,127.23,155.624697508897,7.0,12.408882285389,79.0,21.496666666666698,69.0,13.7059081203494,81.0,A.J. Green,13983,False,False,A.J. Green,WR,CIN,9.0,1.0,23.0,13983,0.0,0.0,0.0,0.0,172.94657087132694,-0.0
100,12186,Stefon Diggs,BUF,WR,27.0,5,WR,weighted,143.76193755143,27.0,6.03599947110817,12.2671600904579,130.0,160.044772727273,6.0,17.2257880652707,74.0,24.266666666666698,65.0,18.125983338725298,76.0,Stefon Diggs,2976212,False,False,Stefon Diggs,WR,BUF,11.0,1.0,23.0,2976212,0.0,0.0,0.0,0.0,172.94657087132694,-0.0
231,14936,Devin Asiasi,NEP,TE,23.0,0,TE,weighted,57.101121548061705,34.0,2.2158631012638796,17.0547738119674,40.9,81.34161921708191,8.0,-37.3177637734602,243.0,-40.6333333333333,231.0,-29.321699703961897,221.0,Devin Asiasi,4046522,False,False,,,,,1.0,,,0.0,0.0,0.0,0.0,158.48911069098426,-0.0
143,13234,Marlon Mack,IND,RB,24.0,3,RB,weighted,118.841784882596,33.0,2.11005395917445,14.764327801468802,97.4,135.641972477064,7.0,2.51130086651935,96.0,-2.57566666666666,114.0,-3.9954159385305,125.0,Marlon Mack,3139605,False,False,Marlon Mack,RB,IND,7.0,1.0,23.0,3139605,0.0,0.0,0.0,0.0,186.81474004962547,-0.0
203,14122,Darius Slayton,NYG,WR,23.0,1,WR,weighted,118.580090157776,38.0,2.74503714451805,22.6333384515944,94.5,144.173914590747,8.0,-7.95605932838339,135.0,-11.233333333333302,138.0,2.25512520219993,98.0,Darius Slayton,3916945,False,False,Darius Slayton,WR,NYG,11.0,1.0,23.0,3916945,0.0,0.0,0.0,0.0,172.94657087132694,-0.0
1,502,Indianapolis Colts,IND,DST,,50,DST,weighted,107.503264607987,9.0,0.6959654640926372,16.7904680530932,78.0,113.87747706421999,7.0,-10.3009358667738,148.0,-17.0,160.0,-18.845248226477498,183.0,Colts D/ST,ind,False,False,Indianapolis Defense,DEF,IND,7.0,1.0,23.0,ind,0.0,0.0,0.0,0.0,100.72323169214,0.0
84,11680,Jarvis Landry,CLE,WR,28.0,6,WR,weighted,136.272943100235,30.0,4.055977823109711,5.807492299937791,127.125,140.9695,7.0,9.736793614075811,86.0,21.391666666666698,70.0,-0.949289388547385,109.0,Jarvis Landry,16790,False,False,Jarvis Landry,WR,CLE,9.0,1.0,23.0,16790,0.0,0.0,0.0,0.0,172.94657087132694,-0.0
163,13612,Kerryon Johnson,DET,RB,23.0,2,RB,weighted,117.13481617759199,34.0,1.20649824227253,20.766340226980898,85.8,142.539587155963,7.0,0.8043321615150211,103.0,-14.175666666666698,149.0,2.90219874036856,96.0,Kerryon Johnson,3916925,False,False,Kerryon Johnson,RB,DET,5.0,1.0,23.0,3916925,0.0,0.0,0.0,0.0,186.81474004962547,-0.0
82,11678,Allen Robinson,CHI,WR,27.0,6,WR,weighted,151.605585223282,20.0,1.9926794852146101,12.739623129976199,139.9,169.341619217082,5.0,25.0694357371223,60.0,34.1666666666667,49.0,27.422829828534397,59.0,Allen Robinson II,16799,False,False,Allen Robinson,WR,CHI,11.0,1.0,23.0,16799,0.0,0.0,0.0,0.0,172.94657087132694,-0.0
28,529,New Orleans Saints,NOS,DST,,50,DST,weighted,112.943334681654,6.0,2.7051231566887903,15.5949518304733,92.0,123.20779069767401,4.0,-4.86086579310647,123.0,-3.0,116.0,-9.514934593023241,146.0,Saints D/ST,no,False,False,New Orleans Defense,DEF,NO,6.0,1.0,23.0,no,0.0,0.0,0.0,0.0,100.72323169214,0.0
161,13607,Sony Michel,NEP,RB,25.0,2,RB,weighted,115.527990201387,36.0,1.4377737564031698,35.2065942513754,76.3,162.881445934773,7.0,-0.802493814689797,107.0,-23.6756666666667,187.0,23.2440575191786,65.0,Sony Michel,3128721,False,False,Sony Michel,RB,NE,6.0,1.0,23.0,3128721,0.0,0.0,0.0,0.0,186.81474004962547,-0.0
30,531,Baltimore Ravens,BAL,DST,,50,DST,weighted,114.463644043744,5.0,1.8928985902966398,9.964754157718989,97.0,118.18085755813999,4.0,-3.3405564310161298,117.0,2.0,97.0,-14.5418677325581,165.0,Ravens D/ST,bal,False,False,Baltimore Defense,DEF,BAL,8.0,1.0,23.0,bal,0.0,0.0,0.0,0.0,100.72323169214,0.0
29,530,San Francisco 49ers,SFO,DST,,50,DST,weighted,120.70378111633998,2.0,4.34937096237016,15.2365151499473,104.0,132.88100290697702,2.0,2.8995806415801,95.0,9.0,81.0,0.158277616279065,105.0,49ers D/ST,sf,False,False,San Francisco Defense,DEF,SF,11.0,1.0,23.0,sf,0.0,0.0,0.0,0.0,100.72323169214,0.0
117,12658,Sterling Shepard,NYG,WR,27.0,4,WR,weighted,114.35424935474701,41.0,0.7957232610080641,7.502016259761589,108.0,125.188451957295,8.0,-12.181900131412,155.0,2.2666666666666697,96.0,-16.730337431252,176.0,Sterling Shepard,2976592,False,False,Sterling Shepard,WR,NYG,11.0,1.0,23.0,2976592,0.0,0.0,0.0,0.0,172.94657087132694,-0.0
49,9918,Emmanuel Sanders,NOS,WR,33.0,10,WR,weighted,113.984379197846,42.0,2.48395633848179,16.7617452872521,100.1,139.02485765124598,8.0,-12.5517702883131,157.0,-5.63333333333333,122.0,-2.8939317373018394,122.0,Emmanuel Sanders,13295,False,False,Emmanuel Sanders,WR,NO,6.0,1.0,23.0,13295,0.0,0.0,0.0,0.0,172.94657087132694,-0.0
212,14208,Diontae Johnson,PIT,WR,24.0,1,WR,weighted,113.132672989632,43.0,3.32974556164579,16.007738176415803,95.1,133.970480427046,8.0,-13.403476496527,160.0,-10.6333333333333,134.0,-7.948308961501139,138.0,Diontae Johnson,3932905,False,False,Diontae Johnson,WR,PIT,8.0,1.0,23.0,3932905,0.0,0.0,0.0,0.0,172.94657087132694,-0.0
74,11390,Latavius Murray,NOS,RB,30.0,7,RB,weighted,112.994171181141,38.0,2.51099096373201,16.9445505679792,97.727,137.507632618418,7.0,-3.33631283493594,116.0,-2.24866666666667,113.0,-2.12975579717641,120.0,Latavius Murray,15920,False,False,Latavius Murray,RB,NO,6.0,1.0,23.0,15920,0.0,0.0,0.0,0.0,186.81474004962547,-0.0
164,13614,Phillip Lindsay,DEN,RB,26.0,2,RB,weighted,116.328645669251,35.0,0.9715197141446771,8.63357736605254,108.741,129.992427325581,7.0,-0.0018383468252238801,106.0,8.76533333333333,82.0,-9.64496109001334,148.0,Phillip Lindsay,3052117,False,False,Phillip Lindsay,RB,DEN,8.0,1.0,23.0,3052117,0.0,0.0,0.0,0.0,186.81474004962547,-0.0
23,524,Minnesota Vikings,MIN,DST,,50,DST,weighted,112.198156225241,7.0,4.30739050890355,17.845150670006603,89.0,126.17324127907,5.0,-5.60604424951907,125.0,-6.0,124.0,-6.549484011627901,133.0,Vikings D/ST,min,False,False,Minnesota Defense,DEF,MIN,7.0,1.0,23.0,min,0.0,0.0,0.0,0.0,100.72323169214,0.0
170,13633,Christian Kirk,ARI,WR,24.0,2,WR,weighted,116.903800758267,39.0,2.34352344676813,12.0983721290526,103.7,133.971181818182,8.0,-9.63234872789288,147.0,-2.03333333333333,112.0,-7.94760757036556,137.0,Christian Kirk,3895856,False,False,Christian Kirk,WR,ARI,8.0,1.0,23.0,3895856,0.0,0.0,0.0,0.0,172.94657087132694,-0.0
86,11747,James White,NEP,RB,28.0,6,RB,weighted,111.158198796293,39.0,2.32854886175865,12.3683205630073,94.0702215472509,125.36206422018299,7.0,-5.17228521978375,124.0,-5.9054451194157505,123.0,-14.275324195411198,160.0,James White,16913,False,False,James White,RB,NE,6.0,1.0,23.0,16913,0.0,0.0,0.0,0.0,186.81474004962547,-0.0
103,12263,Darren Waller,LVR,TE,28.0,5,TE,weighted,119.78571859598,5.0,13.251702240471301,11.9384987816013,108.0,136.188355113636,4.0,25.366833274458198,59.0,26.466666666666697,60.0,25.5250361925926,61.0,Darren Waller,2576925,False,False,Darren Waller,TE,LV,6.0,1.0,23.0,2576925,0.0,0.0,0.0,0.0,158.48911069098426,-0.0
27,528,Los Angeles Rams,LAR,DST,,50,DST,weighted,116.92103270245501,3.0,1.7953168778398503,19.819130205973398,89.0,131.71175872093,3.0,-0.8831677723055121,108.0,-6.0,124.0,-1.01096656976745,110.0,Rams D/ST,lar,False,False,LA Rams Defense,DEF,LAR,9.0,1.0,23.0,lar,0.0,0.0,0.0,0.0,100.72323169214,0.0
62,10868,Greg Zuerlein,DAL,K,33.0,8,K,weighted,121.336930573269,5.0,6.593754970774911,29.4001494966212,85.037961430278,149.899361128394,1.0,10.657893066778099,84.0,-6.7019802235002,126.0,18.3018791721784,74.0,Greg Zuerlein,14993,False,False,Greg Zuerlein,PK,DAL,10.0,1.0,23.0,14993,0.0,0.0,0.0,0.0,101.308295097445,0.0
151,13354,Harrison Butker,KCC,K,25.0,3,K,weighted,131.053955315076,3.0,7.059032969040491,33.2776342121874,91.9652009509903,165.047900553113,1.0,20.3749178085859,66.0,0.22525929721201998,105.0,33.4504185968974,52.0,Harrison Butker,3055899,False,False,Harrison Butker,PK,KC,10.0,1.0,23.0,3055899,0.0,0.0,0.0,0.0,101.308295097445,0.0
131,13138,Kareem Hunt,CLE,RB,25.0,3,RB,weighted,137.838551848431,29.0,4.11964515923648,14.4838341477295,119.7,158.674885041507,6.0,21.508067832354197,65.0,19.724333333333302,72.0,19.0374966259123,72.0,Kareem Hunt,3059915,False,False,Kareem Hunt,RB,CLE,9.0,1.0,23.0,3059915,0.0,0.0,0.0,0.0,186.81474004962547,-0.0
220,14800,J.K. Dobbins,BAL,RB,22.0,0,RB,weighted,122.86130111356,32.0,4.87300058346581,15.7878842436014,108.4,143.74575810195802,7.0,6.53081709748299,89.0,8.42433333333334,84.0,4.108369686363369,94.0,J.K. Dobbins,4241985,False,False,J.K. Dobbins,RB,BAL,8.0,1.0,23.0,4241985,0.0,0.0,0.0,0.0,186.81474004962547,-0.0
200,14105,Marquise Brown,BAL,WR,23.0,1,WR,weighted,136.506844389096,29.0,1.7087550880953601,21.796420201588898,105.5,155.937636363636,7.0,9.97069490293602,85.0,-0.23333333333334805,108.0,14.018846975089,80.0,Marquise Brown,4241372,False,False,Marquise Brown,WR,BAL,8.0,1.0,23.0,4241372,0.0,0.0,0.0,0.0,172.94657087132694,-0.0
3,504,New England Patriots,NEP,DST,,50,DST,weighted,115.78778760548599,4.0,2.08429824278669,21.1556211818384,94.0,133.575414244186,3.0,-2.0164128692746,111.0,-1.0,110.0,0.8526889534883539,101.0,Patriots D/ST,ne,False,False,New England Defense,DEF,NE,6.0,1.0,23.0,ne,0.0,0.0,0.0,0.0,100.72323169214,0.0
64,10976,Justin Tucker,BAL,K,31.0,8,K,weighted,133.517483879743,1.0,1.37427103497237,28.1732226817657,98.73505782886221,162.157680347931,1.0,22.838446373252697,62.0,6.995116175084009,86.0,30.5601983917149,57.0,Justin Tucker,15683,False,False,Justin Tucker,PK,BAL,8.0,1.0,23.0,15683,0.0,0.0,0.0,0.0,101.308295097445,0.0
173,13646,Michael Gallup,DAL,WR,24.0,2,WR,weighted,133.323235501765,31.0,3.5480386804266,9.655052104317301,122.0,147.206227272727,7.0,6.787086015605481,88.0,16.266666666666698,73.0,5.2874378841798695,92.0,Michael Gallup,4036348,False,False,Michael Gallup,WR,DAL,10.0,1.0,23.0,4036348,0.0,0.0,0.0,0.0,172.94657087132694,-0.0
123,12956,Wil Lutz,NOS,K,26.0,4,K,weighted,133.232470374465,2.0,4.37903565752532,27.2804103127878,98.21666258006641,157.801158088757,1.0,22.553432867974703,63.0,6.4767209262881895,88.0,26.203676132540803,60.0,Wil Lutz,2985659,False,False,Wil Lutz,PK,NO,6.0,1.0,23.0,2985659,0.0,0.0,0.0,0.0,101.308295097445,0.0
115,12650,Tyler Boyd,CIN,WR,26.0,4,WR,weighted,131.110695052486,32.0,3.08239711052073,14.0157007421893,115.065,148.987409090909,7.0,4.57454556632671,93.0,9.33166666666668,80.0,7.0686197023617,88.0,Tyler Boyd,3045144,False,False,Tyler Boyd,WR,CIN,9.0,1.0,23.0,3045144,0.0,0.0,0.0,0.0,172.94657087132694,-0.0
24,525,Tampa Bay Buccaneers,TBB,DST,,50,DST,weighted,108.27826682468901,8.0,0.930728530236365,19.5304023773659,78.0,118.76542151162799,7.0,-9.52593365007142,146.0,-17.0,160.0,-13.9573037790698,159.0,Buccaneers D/ST,tb,False,False,Tampa Bay Defense,DEF,TB,13.0,1.0,23.0,tb,0.0,0.0,0.0,0.0,100.72323169214,0.0
113,12634,Jordan Howard,MIA,RB,26.0,4,RB,weighted,130.798106043414,31.0,9.94656304533666,21.9314934429561,103.3,159.369818181818,6.0,14.467622027337802,77.0,3.32433333333333,94.0,19.732429766223397,71.0,Jordan Howard,3060022,False,False,Jordan Howard,RB,MIA,11.0,1.0,23.0,3060022,0.0,0.0,0.0,0.0,186.81474004962547,-0.0
9,510,Pittsburgh Steelers,PIT,DST,,50,DST,weighted,126.967713678288,1.0,8.155306768890059,25.637266878979997,95.0,144.11925872093,1.0,9.16351320352736,87.0,0.0,106.0,11.3965334302326,83.0,Steelers D/ST,pit,False,False,Pittsburgh Defense,DEF,PIT,8.0,1.0,23.0,pit,0.0,0.0,0.0,0.0,100.72323169214,0.0
206,14136,Deebo Samuel,SFO,WR,24.0,1,WR,weighted,128.439698590191,33.0,0.857068819707919,20.446593535974397,100.6,150.060142348754,8.0,1.90354910403103,98.0,-5.13333333333333,120.0,8.14135296020706,87.0,Deebo Samuel,3126486,False,False,Deebo Samuel,WR,SF,11.0,1.0,23.0,3126486,0.0,0.0,0.0,0.0,172.94657087132694,-0.0
61,10738,Marvin Jones,DET,WR,30.0,8,WR,weighted,124.77371708273199,37.0,7.03177162471019,12.9690829068298,108.2,140.419727272727,8.0,-1.76243240342795,110.0,2.46666666666667,95.0,-1.4990621158201,115.0,Marvin Jones Jr.,15072,False,False,Marvin Jones,WR,DET,5.0,1.0,23.0,15072,0.0,0.0,0.0,0.0,172.94657087132694,-0.0
214,14244,Matt Gay,FA,K,26.0,1,K,weighted,126.65291411880301,4.0,7.703478107977901,6.20082768199025,122.6,130.420588000768,1.0,15.9738766123128,75.0,30.8600583462218,57.0,-1.1768939554480902,112.0,Matt Gay,4249087,False,False,,,,,1.0,,,0.0,0.0,0.0,0.0,101.308295097445,0.0
50,9925,Jimmy Graham,CHI,TE,34.0,10,TE,weighted,55.9975168935956,35.0,3.28969563755691,8.573685107182941,47.658,66.0825978647687,8.0,-38.421368427926296,247.0,-33.8753333333333,218.0,-44.5807210562751,275.0,Jimmy Graham,13232,False,False,,,,,1.0,,,0.0,0.0,0.0,0.0,158.48911069098426,-0.0
80,11674,Brandin Cooks,HOU,WR,27.0,6,WR,weighted,127.286369128522,36.0,5.60946550826829,9.91395953111743,115.781,140.645681818182,8.0,0.750219642362623,104.0,10.0476666666667,79.0,-1.27310757036557,113.0,Brandin Cooks,16731,False,False,Brandin Cooks,WR,HOU,8.0,1.0,23.0,16731,0.0,0.0,0.0,0.0,172.94657087132694,-0.0
46,9662,Julian Edelman,NEP,WR,34.0,11,WR,weighted,127.548362247225,35.0,1.51831914159798,10.0260126420253,112.0,139.334454545455,8.0,1.01221276106531,102.0,6.26666666666667,89.0,-2.5843348430928503,121.0,Julian Edelman,12649,False,False,Julian Edelman,WR,NE,6.0,1.0,23.0,12649,0.0,0.0,0.0,0.0,172.94657087132694,-0.0
114,12647,Will Fuller,HOU,WR,26.0,4,WR,weighted,127.61689729373998,34.0,0.19953160586693697,24.5727577545509,95.8,156.165195729537,8.0,1.08074780758091,101.0,-9.933333333333321,130.0,14.24640634099,79.0,Will Fuller V,3052876,False,False,Will Fuller,WR,HOU,8.0,1.0,23.0,3052876,0.0,0.0,0.0,0.0,172.94657087132694,-0.0
71,11247,Zach Ertz,PHI,TE,30.0,7,TE,weighted,127.90681796462201,4.0,14.293886049385199,10.5680281485234,117.3,141.906174377224,3.0,33.487932643099896,49.0,35.7666666666667,46.0,31.2428554561805,55.0,Zach Ertz,15835,False,False,Zach Ertz,TE,PHI,9.0,1.0,23.0,15835,0.0,0.0,0.0,0.0,158.48911069098426,-0.0
59,10703,Russell Wilson,SEA,QB,32.0,8,QB,weighted,313.977032096059,4.0,7.77769915952859,15.3306723110092,297.34,335.026750499555,3.0,50.4469179533214,32.0,53.5666666666667,30.0,38.463223218627,47.0,Russell Wilson,14881,False,False,Russell Wilson,QB,SEA,6.0,0.9990000000000001,23.0,14881,0.0009999999999998899,0.8053859999999999,0.804580614,252.6198332657449,323.9316311342715,-0.009954599038211411
97,12175,Amari Cooper,DAL,WR,26.0,5,WR,weighted,160.12310038428498,11.0,0.05975534667155099,13.371961795402601,150.5,180.415181818182,5.0,33.5869508981251,46.0,44.7666666666667,37.0,38.4963924296344,46.0,Amari Cooper,2976499,False,False,Amari Cooper,WR,DAL,10.0,0.9990000000000001,23.0,2976499,0.0009999999999998899,1.7259589362609528e-06,1.7242329773246921e-06,0.00027608953011405625,172.94657087132694,-0.012823470487040547
