,id,player,team,position,age,exp,pos,avg_type,points,pos_rank,drop_off,sd_pts,floor,ceiling,tier,points_vor,rank,floor_vor,floor_rank,ceiling_vor,ceiling_rank,espn_names,espn_id,picked,blacklist,Name,Pos,Team,Bye,%,pick,espnid,probpicked,pbest,emaxw,emax,opp,oc
225,14834,Henry Ruggs,LVR,WR,21.0,0,WR,weighted,105.944422215743,52.0,1.6737758586500502,19.603028002089697,72.4,126.951909090909,8.0,-20.5917272704162,184.0,-33.3333333333333,216.0,-14.966880297638301,168.0,Henry Ruggs III,4241475,False,False,Henry Ruggs III,WR,LV,6.0,1.0,23.0,4241475,0.0,0.0,0.0,0.0,172.94657087132694,-0.0
41,8930,Matt Prater,DET,K,36.0,14,K,weighted,105.989559007204,14.0,1.09482642351939,25.2367800844676,72.793244230982,129.55246812822202,1.0,-4.68947849928612,122.0,-18.9466974227962,168.0,-2.04501382799396,117.0,Matt Prater,11122,False,False,Matt Prater,PK,DET,5.0,1.0,23.0,11122,0.0,0.0,0.0,0.0,101.308295097445,0.0
226,14836,Justin Jefferson,MIN,WR,21.0,0,WR,weighted,106.34811846114799,51.0,1.13807078757266,22.9173663510044,83.5,138.295909090909,8.0,-20.188031025012,182.0,-22.233333333333302,179.0,-3.6228802976383196,124.0,Justin Jefferson,4262921,False,False,Justin Jefferson,WR,MIN,7.0,1.0,23.0,4262921,0.0,0.0,0.0,0.0,172.94657087132694,-0.0
0,501,Buffalo Bills,BUF,DST,,50,DST,weighted,106.42278630686899,11.0,2.60873851655468,8.14708793123438,94.0,111.348202034884,7.0,-11.381414167891199,151.0,-1.0,110.0,-21.374523255813997,193.0,Bills D/ST,buf,False,False,Buffalo Defense,DEF,BUF,11.0,1.0,23.0,buf,0.0,0.0,0.0,0.0,100.72323169214,0.0
38,8658,Adrian Peterson,FA,RB,35.0,13,RB,weighted,95.9055510652891,44.0,4.62965646607215,40.476728830423205,70.9829427019258,134.834342507645,8.0,-20.4249329507876,183.0,-28.992723964740897,207.0,-4.803045907949469,127.0,Adrian Peterson,10452,False,False,Adrian Peterson,RB,WAS,8.0,1.0,23.0,10452,0.0,0.0,0.0,0.0,186.81474004962547,-0.0
142,13193,Jonnu Smith,TEN,TE,25.0,3,TE,weighted,90.06464836194479,15.0,2.63735738867194,8.33001134284486,81.5,101.506814946619,6.0,-4.354236959577141,121.0,-0.0333333333333314,107.0,-9.156503974424538,145.0,Jonnu Smith,3054212,False,False,Jonnu Smith,TE,TEN,7.0,1.0,23.0,3054212,0.0,0.0,0.0,0.0,158.48911069098426,-0.0
22,523,Green Bay Packers,GBP,DST,,50,DST,weighted,94.80183850712329,22.0,0.657016727454746,20.684429108494697,70.0,113.04444912790701,11.0,-23.002361967637,198.0,-25.0,191.0,-19.6782761627907,189.0,Packers D/ST,gb,False,False,,,,,1.0,,,0.0,0.0,0.0,0.0,100.72323169214,-0.0
78,11670,Sammy Watkins,KCC,WR,27.0,6,WR,weighted,100.12043505867099,58.0,5.90909558170733,13.0374341130009,87.7,117.4121886121,9.0,-26.415714427488197,209.0,-18.033333333333303,162.0,-24.5066007764477,205.0,Sammy Watkins,16725,False,False,Sammy Watkins,WR,KC,10.0,1.0,23.0,16725,0.0,0.0,0.0,0.0,172.94657087132694,-0.0
184,13909,Brett Maher,FA,K,31.0,3,K,weighted,84.4,32.0,0.6197986386563629,,84.4,84.4,2.0,-26.279037506490504,207.0,-7.33994165377823,128.0,-47.197481956215896,280.0,Brett Maher,16486,False,False,,,,,1.0,,,0.0,0.0,0.0,0.0,101.308295097445,-0.0
65,11186,Chris Thompson,JAC,RB,30.0,7,RB,weighted,82.3295930312305,48.0,1.71637052024302,20.441220842442,64.0,111.168538442019,9.0,-34.0008909848461,230.0,-35.975666666666704,223.0,-28.4688499735756,218.0,Chris Thompson,3054970,False,False,,,,,1.0,,,0.0,0.0,0.0,0.0,186.81474004962547,-0.0
166,13622,Nyheim Hines,IND,RB,24.0,2,RB,weighted,77.37749601053001,55.0,2.99458341601061,15.270520382782,60.687,98.5287346475889,10.0,-38.9529880055466,250.0,-39.2886666666667,229.0,-41.108653768005794,262.0,Nyheim Hines,3916430,False,False,,,,,1.0,,,0.0,0.0,0.0,0.0,186.81474004962547,-0.0
2,503,Miami Dolphins,MIA,DST,,50,DST,weighted,81.3109290359388,32.0,,13.0349384267242,65.0,90.4619565217391,17.0,-36.4932714388216,241.0,-30.0,208.0,-42.2607687689585,266.0,Dolphins D/ST,mia,False,False,,,,,1.0,,,0.0,0.0,0.0,0.0,100.72323169214,-0.0
165,13620,Justin Jackson,LAC,RB,25.0,2,RB,weighted,80.9705577032018,49.0,0.922823053808798,30.7694810543709,39.436,120.64517786196801,9.0,-35.3599263128748,235.0,-60.5396666666667,283.0,-18.992210553626602,184.0,Justin Jackson,3116136,False,False,Justin Jackson,RB,LAC,10.0,1.0,23.0,3116136,0.0,0.0,0.0,0.0,186.81474004962547,-0.0
218,14798,Zack Moss,BUF,RB,23.0,0,RB,weighted,80.2558873187732,50.0,0.853839590299287,46.594211742708204,2.1,130.930306395349,9.0,-36.0745966973034,239.0,-97.8756666666667,502.0,-8.70708202024591,141.0,Zack Moss,4035676,False,False,Zack Moss,RB,BUF,11.0,1.0,23.0,4035676,0.0,0.0,0.0,0.0,186.81474004962547,-0.0
195,14085,Tony Pollard,DAL,RB,23.0,1,RB,weighted,79.83958198001271,51.0,1.42034284661356,16.149016419900697,58.8,98.5486902616279,9.0,-36.4909020360639,240.0,-41.1756666666667,232.0,-41.088698153966796,261.0,Tony Pollard,3916148,False,False,Tony Pollard,RB,DAL,10.0,1.0,23.0,3916148,0.0,0.0,0.0,0.0,186.81474004962547,-0.0
132,13139,Jamaal Williams,GBP,RB,25.0,3,RB,weighted,78.9645134769351,52.0,1.20336564083553,23.2442083352326,57.57,111.625085262003,9.0,-37.3659705391415,244.0,-42.405666666666704,234.0,-28.0123031535916,216.0,Jamaal Williams,2980453,False,False,,,,,1.0,,,0.0,0.0,0.0,0.0,186.81474004962547,-0.0
196,14087,Darrell Henderson,LAR,RB,23.0,1,RB,weighted,77.87396478986321,53.0,0.3610513434301911,17.3404975513324,51.715103837361795,97.3954545454546,9.0,-38.456519226213395,248.0,-48.260562829304895,255.0,-42.2419338701402,265.0,Darrell Henderson Jr.,4039359,False,False,Darrell Henderson,RB,LAR,9.0,1.0,23.0,4039359,0.0,0.0,0.0,0.0,186.81474004962547,-0.0
178,13678,Ian Thomas,CAR,TE,24.0,2,TE,weighted,77.6711931417045,22.0,3.90068745380334,13.362618680692801,62.0,97.28387900355871,7.0,-16.7476921798174,167.0,-19.533333333333303,170.0,-13.379439917485001,156.0,Ian Thomas,4045305,False,False,,,,,1.0,,,0.0,0.0,0.0,0.0,158.48911069098426,-0.0
192,14075,Damien Harris,NEP,RB,23.0,1,RB,weighted,77.648330882336,54.0,0.645951338648231,25.568377900924002,41.2,105.35763900984699,9.0,-38.6821531337406,249.0,-58.7756666666667,276.0,-34.279749405747296,239.0,Damien Harris,3925347,False,False,Damien Harris,RB,NE,6.0,1.0,23.0,3925347,0.0,0.0,0.0,0.0,186.81474004962547,-0.0
12,513,Las Vegas Raiders,LVR,DST,,50,DST,weighted,82.3357789751232,31.0,,19.2618153643523,63.8,95.2933720930233,17.0,-35.4684214996371,236.0,-31.2,210.0,-37.429353197674395,250.0,Raiders D/ST,lv,False,False,,,,,1.0,,,0.0,0.0,0.0,0.0,100.72323169214,-0.0
211,14143,Dawson Knox,BUF,TE,24.0,1,TE,weighted,73.13510920737059,24.0,5.68372998397173,12.162664902005801,58.9,88.5027402135231,7.0,-21.2837761141513,189.0,-22.6333333333333,182.0,-22.1605787075206,200.0,Dawson Knox,3930086,False,False,,,,,1.0,,,0.0,0.0,0.0,0.0,158.48911069098426,-0.0
85,11695,Eric Ebron,PIT,TE,27.0,6,TE,weighted,83.1637004538578,21.0,7.12515279878973,25.7980228057136,50.3,117.200772727273,6.0,-11.255184867664099,150.0,-31.233333333333302,211.0,6.53745380622897,90.0,Eric Ebron,16732,False,False,,,,,1.0,,,0.0,0.0,0.0,0.0,158.48911069098426,-0.0
55,10312,Kyle Rudolph,MIN,TE,31.0,9,TE,weighted,71.8012889561271,25.0,9.03244931921331,6.16488078783432,65.1,79.85966192170821,7.0,-22.617596365394803,195.0,-16.4333333333333,158.0,-30.803656999335605,225.0,Kyle Rudolph,14054,False,False,,,,,1.0,,,0.0,0.0,0.0,0.0,158.48911069098426,-0.0
210,14141,Irv Smith Jr.,MIN,TE,22.0,1,TE,weighted,63.1014694906707,26.0,1.2160302571860901,17.3314580241681,40.3,85.32913636363641,8.0,-31.317415830851196,221.0,-41.2333333333333,233.0,-25.3341825574074,207.0,Irv Smith Jr.,4040980,False,False,,,,,1.0,,,0.0,0.0,0.0,0.0,158.48911069098426,-0.0
72,11250,Tyler Eifert,JAC,TE,30.0,7,TE,weighted,62.4362097831568,27.0,1.43025566721003,9.04419796102608,44.681999999999995,69.8829181494662,8.0,-31.9826755383651,223.0,-36.851333333333294,224.0,-40.780400771577604,260.0,Tyler Eifert,15788,False,False,,,,,1.0,,,0.0,0.0,0.0,0.0,158.48911069098426,-0.0
73,11337,Darren Fells,HOU,TE,34.0,8,TE,weighted,61.334668683812396,28.0,0.9447821215237511,12.229745743474,37.034,68.8483944954128,8.0,-33.084216637709496,226.0,-44.499333333333304,244.0,-41.8149244256309,263.0,Darren Fells,15773,False,False,,,,,1.0,,,0.0,0.0,0.0,0.0,158.48911069098426,-0.0
140,13188,O.J. Howard,TBB,TE,26.0,3,TE,weighted,60.67723954808121,29.0,0.7073394064315791,9.50185799832293,50.121,73.4883181818182,8.0,-33.7416457734407,228.0,-31.4123333333333,212.0,-37.1750007392256,249.0,O.J. Howard,3043080,False,False,,,,,1.0,,,0.0,0.0,0.0,0.0,158.48911069098426,-0.0
182,13763,Will Dissly,SEA,TE,24.0,2,TE,weighted,60.10253357649611,30.0,0.511892585021684,16.664143936684102,40.9,79.63555045871558,8.0,-34.3163517450258,231.0,-40.6333333333333,231.0,-31.0277684623282,227.0,Will Dissly,3127292,False,False,,,,,1.0,,,0.0,0.0,0.0,0.0,158.48911069098426,-0.0
209,14140,Jace Sternberger,GBP,TE,24.0,1,TE,weighted,59.8372667068031,31.0,0.9488944696379921,17.8743933966335,38.2,78.7635587188612,8.0,-34.5816186147188,233.0,-43.3333333333333,238.0,-31.8997602021825,229.0,Jace Sternberger,3917962,False,False,,,,,1.0,,,0.0,0.0,0.0,0.0,158.48911069098426,-0.0
144,13236,Gerald Everett,LAR,TE,26.0,3,TE,weighted,58.4327291981846,33.0,1.88340997735596,8.95094467015822,46.5,67.8594495412844,8.0,-35.986156123337295,238.0,-35.0333333333333,222.0,-42.8038693797593,269.0,Gerald Everett,3918639,False,False,,,,,1.0,,,0.0,0.0,0.0,0.0,158.48911069098426,-0.0
39,8687,Greg Olsen,SEA,TE,35.0,13,TE,weighted,74.4059021684317,23.0,1.93770308668282,3.8074371957667,69.632,78.3188181818182,7.0,-20.012983153090197,180.0,-11.901333333333302,141.0,-32.3445007392256,231.0,Greg Olsen,10475,False,False,,,,,1.0,,,0.0,0.0,0.0,0.0,158.48911069098426,-0.0
77,11660,Devonta Freeman,FA*,RB,28.0,6,RB,weighted,92.98493150684929,45.0,4.093202398014951,12.5157900270019,85.3,101.238045454545,8.0,-23.3455525092273,201.0,-14.675666666666698,150.0,-38.3993429610493,256.0,Devonta Freeman,16944,False,False,,,,,1.0,,,0.0,0.0,0.0,0.0,186.81474004962547,-0.0
202,14113,Mecole Hardman,KCC,WR,22.0,1,WR,weighted,93.63756158644439,61.0,1.29103094046617,14.238870003389199,71.5,108.36912841614901,9.0,-32.8985878997152,225.0,-34.2333333333333,219.0,-33.5496609723983,236.0,Mecole Hardman,4035004,False,False,Mecole Hardman,WR,KC,10.0,1.0,23.0,4035004,0.0,0.0,0.0,0.0,172.94657087132694,-0.0
177,13674,Dallas Goedert,PHI,TE,26.0,2,TE,weighted,85.6714230963187,19.0,1.29484568835096,14.3833516327665,69.4,105.818818181818,6.0,-8.74746222520319,141.0,-12.1333333333333,142.0,-4.844500739225571,128.0,Dallas Goedert,3121023,False,False,,,,,1.0,,,0.0,0.0,0.0,0.0,158.48911069098426,-0.0
227,14839,Jalen Reagor,PHI,WR,21.0,0,WR,weighted,89.9216640263098,65.0,1.5318489157035602,19.8886537751655,62.8,116.50577272727301,9.0,-36.6144854598497,242.0,-42.933333333333294,236.0,-25.4130166612747,208.0,Jalen Reagor,4241802,False,False,Jalen Reagor,WR,PHI,9.0,1.0,23.0,4241802,0.0,0.0,0.0,0.0,172.94657087132694,-0.0
148,13303,Jake Elliott,PHI,K,25.0,3,K,weighted,101.525656152607,22.0,1.97290409642451,25.3054458105833,70.7934233232856,122.479750947471,2.0,-9.153381353883221,144.0,-20.9465183304926,173.0,-9.117731008744741,143.0,Jake Elliott,3050478,False,False,Jake Elliott,PK,PHI,9.0,1.0,23.0,3050478,0.0,0.0,0.0,0.0,101.308295097445,0.0
204,14123,Hunter Renfrow,LVR,WR,25.0,1,WR,weighted,94.5884936479129,59.0,0.8526202016831659,24.7707533775102,66.7,124.79396797153,9.0,-31.947655838246604,222.0,-39.033333333333296,228.0,-17.1248214170171,178.0,Hunter Renfrow,3135321,False,False,,,,,1.0,,,0.0,0.0,0.0,0.0,172.94657087132694,-0.0
18,519,Arizona Cardinals,ARI,DST,,50,DST,weighted,87.8080925206605,27.0,0.325977571615653,18.141183295155802,65.0,101.040411337209,13.0,-29.996107954099898,216.0,-30.0,208.0,-31.682313953488396,228.0,Cardinals D/ST,ari,False,False,,,,,1.0,,,0.0,0.0,0.0,0.0,100.72323169214,-0.0
15,516,Dallas Cowboys,DAL,DST,,50,DST,weighted,93.57278820222281,24.0,3.7394396215925,21.1641575570145,67.2,110.59241279069799,12.0,-24.231412272537497,202.0,-27.8,203.0,-22.1303125,199.0,Cowboys D/ST,dal,False,False,Dallas Defense,DEF,DAL,10.0,1.0,23.0,dal,0.0,0.0,0.0,0.0,100.72323169214,-0.0
228,14840,Brandon Aiyuk,SFO,WR,22.0,0,WR,weighted,88.3340296160687,67.0,5.63866227557006,23.3110090243277,55.3,112.567681818182,9.0,-38.2021198700908,246.0,-50.4333333333333,261.0,-29.3511075703656,222.0,Brandon Aiyuk,4360438,False,False,,,,,1.0,,,0.0,0.0,0.0,0.0,172.94657087132694,-0.0
229,14842,Michael Pittman,IND,WR,23.0,0,WR,weighted,92.7213920129951,62.0,1.2618979557749,19.7176849998865,61.1,116.34068181818199,9.0,-33.8147574731644,229.0,-44.633333333333304,246.0,-25.5781075703656,209.0,Michael Pittman,4035687,False,False,,,,,1.0,,,0.0,0.0,0.0,0.0,172.94657087132694,-0.0
134,13153,Corey Davis,TEN,WR,25.0,3,WR,weighted,91.9716692789613,63.0,1.53717784806673,8.57830035492123,83.242,103.70440909090901,9.0,-34.5644802071983,232.0,-22.4913333333333,181.0,-38.2143802976383,254.0,Corey Davis,3042778,False,False,,,,,1.0,,,0.0,0.0,0.0,0.0,172.94657087132694,-0.0
25,526,Atlanta Falcons,ATL,DST,,50,DST,weighted,91.7370503730193,25.0,3.86818071856838,10.5536562872831,72.0,94.55839449541278,15.0,-26.067150101741,206.0,-23.0,183.0,-38.1643307952848,253.0,Falcons D/ST,atl,False,False,,,,,1.0,,,0.0,0.0,0.0,0.0,100.72323169214,-0.0
197,14101,N'Keal Harry,NEP,WR,23.0,1,WR,weighted,90.94731883547921,64.0,1.76368651975248,20.4576852455255,50.0,106.824177173913,9.0,-35.5888306506803,237.0,-55.7333333333333,270.0,-35.0946122146344,242.0,N'Keal Harry,4047839,False,False,N'Keal Harry,WR,NE,6.0,1.0,23.0,4047839,0.0,0.0,0.0,0.0,172.94657087132694,-0.0
135,13154,Mike Williams,LAC,WR,26.0,3,WR,weighted,109.737682126877,45.0,0.7693964884219471,19.667879802576103,90.7,135.15495454545498,8.0,-16.798467359282903,168.0,-15.033333333333301,153.0,-6.76383484309287,134.0,Mike Williams,3045138,False,False,Mike Williams,WR,LAC,10.0,1.0,23.0,3045138,0.0,0.0,0.0,0.0,172.94657087132694,-0.0
183,13814,Boston Scott,PHI,RB,25.0,2,RB,weighted,89.56685769158449,46.0,4.29376091292713,9.329693681153222,81.1,104.613099745983,9.0,-26.7636263244921,210.0,-18.8756666666667,167.0,-35.0242886696116,241.0,Boston Scott,3051439,False,False,Boston Scott,RB,PHI,9.0,1.0,23.0,3051439,0.0,0.0,0.0,0.0,186.81474004962547,-0.0
208,14138,T.J. Hockenson,DET,TE,23.0,1,TE,weighted,85.67529702470999,18.0,0.0448582955118582,13.507407980058902,71.1,105.74177935943099,6.0,-8.74358829681185,140.0,-10.4333333333333,133.0,-4.921539561613139,129.0,T.J. Hockenson,4036133,False,False,T.J. Hockenson,TE,DET,5.0,1.0,23.0,4036133,0.0,0.0,0.0,0.0,158.48911069098426,-0.0
181,13722,Blake Jarwin,DAL,TE,26.0,3,TE,weighted,88.7935179021684,16.0,2.9253373676248104,8.9238917551811,80.2,101.730551601423,6.0,-5.62536741935347,126.0,-1.33333333333333,111.0,-8.93276731962027,142.0,Blake Jarwin,2991767,False,False,Blake Jarwin,TE,DAL,10.0,1.0,23.0,2991767,0.0,0.0,0.0,0.0,158.48911069098426,-0.0
63,10973,Cole Beasley,BUF,WR,31.0,8,WR,weighted,88.4456006051437,66.0,2.5590623771003704,17.3308140423015,59.883,107.795,9.0,-38.0905488810158,245.0,-45.8503333333333,250.0,-34.123789388547394,237.0,Cole Beasley,15349,False,False,,,,,1.0,,,0.0,0.0,0.0,0.0,172.94657087132694,-0.0
213,14223,Alexander Mattison,MIN,RB,22.0,1,RB,weighted,88.21660052608419,47.0,6.5665251588680995,18.122369930362197,74.2,115.431758584617,9.0,-28.1138834899924,212.0,-25.775666666666698,193.0,-24.205629830977898,204.0,Alexander Mattison,4048244,False,False,Alexander Mattison,RB,MIN,7.0,1.0,23.0,4048244,0.0,0.0,0.0,0.0,186.81474004962547,-0.0
75,11516,Jack Doyle,IND,TE,30.0,7,TE,weighted,85.5894543620777,20.0,5.17200756429654,16.948677956896802,76.054,110.83880782918101,6.0,-8.82943095944422,143.0,-5.47933333333333,121.0,0.175488908137737,104.0,Jack Doyle,16504,False,False,,,,,1.0,,,0.0,0.0,0.0,0.0,158.48911069098426,-0.0
5,506,Cincinnati Bengals,CIN,DST,,50,DST,weighted,87.9296467882414,26.0,0.20555425460780397,18.5723568596831,60.0,99.9654389534884,15.0,-29.874553686518997,215.0,-35.0,221.0,-32.7572863372093,233.0,Bengals D/ST,cin,False,False,,,,,1.0,,,0.0,0.0,0.0,0.0,100.72323169214,-0.0
215,14258,Austin Seibert,CLE,K,24.0,1,K,weighted,107.345480118209,11.0,0.76616744718892,19.7775869119433,76.272371134824,120.957270348837,1.0,-3.33355738828105,115.0,-15.467570518954199,155.0,-10.6402116073787,151.0,Austin Seibert,3821683,False,False,,,,,1.0,,,0.0,0.0,0.0,0.0,101.308295097445,0.0
16,517,New York Giants,NYG,DST,,50,DST,weighted,87.6400925466066,28.0,0.5296138670515379,18.017200939711397,64.0,100.603927325581,15.0,-30.1641079281537,217.0,-31.0,209.0,-32.1187979651163,230.0,Giants D/ST,nyg,False,False,,,,,1.0,,,0.0,0.0,0.0,0.0,100.72323169214,-0.0
21,522,Detroit Lions,DET,DST,,50,DST,weighted,87.3241373514831,29.0,2.7078378601079,12.512213706208,72.0,94.88850872093019,16.0,-30.4800631232773,219.0,-23.0,183.0,-37.8342165697674,252.0,Lions D/ST,det,False,False,,,,,1.0,,,0.0,0.0,0.0,0.0,100.72323169214,-0.0
13,514,Los Angeles Chargers,LAC,DST,,50,DST,weighted,86.89682000762708,30.0,5.0734660020961,11.3846293199708,67.3,92.3654565217391,15.0,-30.907380467133304,220.0,-27.7,201.0,-40.357268768958505,259.0,Chargers D/ST,lac,False,False,LA Chargers Defense,DEF,LAC,10.0,1.0,23.0,lac,0.0,0.0,0.0,0.0,100.72323169214,-0.0
179,13679,Chris Herndon,NYJ,TE,24.0,2,TE,weighted,86.06106404437722,17.0,0.38770398386284904,12.548789820759803,70.7,99.3770909090909,6.0,-8.35782127714468,138.0,-10.833333333333302,136.0,-11.286228011952801,152.0,Chris Herndon,3123050,False,False,,,,,1.0,,,0.0,0.0,0.0,0.0,158.48911069098426,-0.0
102,12197,Breshad Perriman,NYJ,WR,27.0,5,WR,weighted,109.109899110695,46.0,1.04406092674374,17.711278000288697,82.3,128.448274021352,8.0,-17.426250375464598,172.0,-23.4333333333333,185.0,-13.4705153671951,157.0,Breshad Perriman,2972460,False,False,,,,,1.0,,,0.0,0.0,0.0,0.0,172.94657087132694,-0.0
88,11783,John Brown,BUF,WR,30.0,6,WR,weighted,114.76630526825001,40.0,0.5969909919525661,21.392297362074896,95.0,143.760409090909,8.0,-11.769844217910002,153.0,-10.7333333333333,135.0,1.8416197023617,99.0,John Brown,16804,False,False,John Brown,WR,BUF,11.0,1.0,23.0,16804,0.0,0.0,0.0,0.0,172.94657087132694,-0.0
153,13378,Matt Breida,MIA,RB,25.0,3,RB,weighted,109.808161638524,40.0,3.5561922231633503,15.3652991547909,84.9,127.06194425214198,7.0,-6.52232237755217,129.0,-15.075666666666699,154.0,-12.5754441634527,154.0,Matt Breida,3049916,False,False,Matt Breida,RB,MIA,11.0,1.0,23.0,3049916,0.0,0.0,0.0,0.0,186.81474004962547,-0.0
190,14071,David Montgomery,CHI,RB,23.0,1,RB,weighted,143.928676402187,28.0,6.68954681048504,34.71910285841,110.852,195.425541448073,5.0,27.598192386110895,55.0,10.876333333333301,76.0,55.7881530324786,32.0,David Montgomery,4035538,False,False,David Montgomery,RB,CHI,11.0,1.0,23.0,4035538,0.0,0.0,0.0,0.0,186.81474004962547,-0.0
219,14799,Cam Akers,LAR,RB,21.0,0,RB,weighted,157.408653613317,26.0,13.3576049637045,22.270019378605,133.0,188.34267391897302,5.0,41.0781695972399,41.0,33.0243333333333,52.0,48.705285503377894,38.0,Cam Akers,4240021,False,False,Cam Akers,RB,LAR,9.0,1.0,23.0,4240021,0.0,0.0,0.0,0.0,186.81474004962547,-0.0
34,7394,Philip Rivers,IND,QB,39.0,16,QB,weighted,233.247771383509,26.0,12.326673281759401,22.867971960591603,215.34,267.627695871886,7.0,-30.2823427592288,218.0,-28.4333333333333,205.0,-28.9358314090419,220.0,Philip Rivers,5529,False,False,,,,,1.0,,,0.0,0.0008053859999999113,0.0008053859999999113,0.18785448960345807,323.9316311342715,-0.0
98,12176,DeVante Parker,MIA,WR,27.0,5,WR,weighted,152.06386597169902,19.0,1.0156710689625201,19.0057326936594,134.5,179.060863636364,5.0,25.5277164855398,58.0,28.766666666666698,58.0,37.142074247816296,50.0,DeVante Parker,2576623,False,False,DeVante Parker,WR,MIA,11.0,1.0,23.0,2576623,0.0,0.0,0.0,0.0,172.94657087132694,-0.0
199,14104,A.J. Brown,TEN,WR,23.0,1,WR,weighted,161.861423579865,9.0,1.03766456172886,12.959684598886499,148.371,179.287863636364,5.0,35.325274093705296,43.0,42.6376666666667,40.0,37.36907424781629,49.0,A.J. Brown,4047646,False,False,A.J. Brown,WR,TEN,7.0,1.0,23.0,4047646,0.0,0.0,0.0,0.0,172.94657087132694,-0.0
83,11679,Odell Beckham,CLE,WR,28.0,6,WR,weighted,161.524417651987,10.0,1.4304563494683,15.5364894949178,149.0,184.16404545454498,5.0,34.9882681658278,45.0,43.2666666666667,39.0,42.2452560659981,45.0,Odell Beckham Jr.,16733,False,False,Odell Beckham Jr,WR,CLE,9.0,1.0,23.0,16733,0.0,0.0,0.0,0.0,172.94657087132694,-0.0
171,13635,D.J. Moore,CAR,WR,23.0,2,WR,weighted,160.064822220754,12.0,1.96807437070242,19.989030141652698,138.9,187.283318181818,5.0,33.5286727345941,47.0,33.1666666666667,51.0,45.3645287932708,43.0,DJ Moore,3915416,False,False,D.J. Moore,WR,CAR,13.0,1.0,23.0,3915416,0.0,0.0,0.0,0.0,172.94657087132694,-0.0
230,14852,Antonio Gibson,WAS,RB,22.0,0,RB,weighted,136.639707334974,30.0,9.81000375648708,7.590851023742981,132.3,150.097614678899,6.0,20.3092233188975,67.0,32.3243333333333,53.0,10.460226263304401,85.0,Antonio Gibson,4360294,False,False,Antonio Gibson,RB,WAS,8.0,1.0,23.0,4360294,0.0,0.0,0.0,0.0,186.81474004962547,-0.0
136,13156,JuJu Smith-Schuster,PIT,WR,24.0,3,WR,weighted,156.13162784563,14.0,0.7863726210355251,8.98898140809314,150.9,169.472330960854,5.0,29.5954783594702,51.0,45.1666666666667,36.0,27.5535415723067,58.0,JuJu Smith-Schuster,3120348,False,False,JuJu Smith-Schuster,WR,PIT,8.0,1.0,23.0,3120348,0.0,0.0,0.0,0.0,172.94657087132694,-0.0
168,13630,Courtland Sutton,DEN,WR,25.0,2,WR,weighted,156.092150702742,15.0,2.4469310316968302,21.2136061769172,140.6,186.91745454545503,5.0,29.556001216582498,52.0,34.866666666666696,47.0,44.99866515690721,44.0,Courtland Sutton,3128429,False,False,Courtland Sutton,WR,DEN,8.0,1.0,23.0,3128429,0.0,0.0,0.0,0.0,172.94657087132694,-0.0
68,11228,Robert Woods,LAR,WR,28.0,7,WR,weighted,154.598359746446,16.0,2.03588211951359,10.9478392662344,139.5,167.176636363636,5.0,28.0622102602869,53.0,33.7666666666667,50.0,25.257846975089002,62.0,Robert Woods,15880,False,False,Robert Woods,WR,LAR,9.0,1.0,23.0,15880,0.0,0.0,0.0,0.0,172.94657087132694,-0.0
139,13164,Cooper Kupp,LAR,WR,27.0,3,WR,weighted,152.692079595644,17.0,0.443708780683295,14.372687960852002,140.156,173.662681818182,5.0,26.1559301094844,56.0,34.4226666666667,48.0,31.7438924296344,54.0,Cooper Kupp,2977187,False,False,Cooper Kupp,WR,LAR,9.0,1.0,23.0,2977187,0.0,0.0,0.0,0.0,172.94657087132694,-0.0
106,12447,Raheem Mostert,SFO,RB,28.0,5,RB,weighted,173.978366056787,20.0,0.773927775792345,34.4032401582453,138.1,214.97522804993199,4.0,57.6478820407104,28.0,38.1243333333334,44.0,75.3378396343373,24.0,Raheem Mostert,2576414,False,False,Raheem Mostert,RB,SF,11.0,1.0,23.0,2576414,0.0,0.0,0.0,0.0,186.81474004962547,-0.0
101,12187,Tyler Lockett,SEA,WR,28.0,5,WR,weighted,150.490804582192,21.0,3.26145546413966,8.18851251931406,141.572,161.788291814947,6.0,23.9546550960323,61.0,35.838666666666704,45.0,19.8695024263992,70.0,Tyler Lockett,2577327,False,False,Tyler Lockett,WR,SEA,6.0,1.0,23.0,2577327,0.0,0.0,0.0,0.0,172.94657087132694,-0.0
47,9831,Golden Tate,NYG,WR,32.0,10,WR,weighted,109.868172729097,44.0,0.4443821103109679,16.520129392779697,95.5,133.668486238532,8.0,-16.6679767570628,166.0,-10.2333333333333,132.0,-8.25030315001527,139.0,Golden Tate,13217,False,False,,,,,1.0,,,0.0,0.0,0.0,0.0,172.94657087132694,-0.0
198,14102,DK Metcalf,SEA,WR,23.0,1,WR,weighted,148.735006893943,22.0,3.5611352196499104,19.4553213328802,137.431,180.225338078292,6.0,22.198857407783102,64.0,31.6976666666667,55.0,38.306548689744396,48.0,DK Metcalf,4047650,False,False,D.K. Metcalf,WR,SEA,6.0,1.0,23.0,4047650,0.0,0.0,0.0,0.0,172.94657087132694,-0.0
