"playerId","player","team","position","age","exp","bye","lower","upper","sdPts","dropoff","tier","ptSpread","overallECR","positionECR","sdRank","risk","sleeper","actualPoints","games","points","vor","vorLow","vorHigh","overallRank","positionRank","ptsGame","vorGame","vorGameLow","vorGameHigh","adp","auctionValue","adpDiff","cost","ppdollar"
2553435,"David Johnson","ARI","RB",26,2,8,257.8,290.58757050151,12.8540439427538,40.2117245404575,1,32.7875705015102,1.2,1.1,0.4,3.79072715549988,NA,6,16,279.021020606836,166.406891625889,178.533333333333,154.165400003837,1,1,17.4388137879273,10.4004307266181,11.1583333333333,9.6353375002398,1.5433,67.49,-0.5433,75,3.72028027475781
2540175,"LeVeon Bell","PIT","RB",25,4,9,246.83,283.268323215407,15.6390204972904,52.2282540773861,2,36.4383232154071,1.9,1.9,0.4,4.06058547246431,NA,254.6,16,262.58465574728,149.970526766334,167.563333333333,146.846152717734,2,2,16.411540984205,9.37315792289585,10.4727083333333,9.17788454485836,2.3,65.14,-0.3,72,3.64700910760112
79607,"LeSean McCoy","BUF","RB",29,8,6,187.9,235.58179331307,16.7303112811495,9.73515074420334,3,47.6817933130699,6.7,3.8,1.3,5.97822862975359,NA,203.6,16,215.033936385477,102.41980740453,108.633333333333,99.1596228153965,3,3,13.4396210240923,6.40123796278313,6.78958333333333,6.19747642596228,6.9967,52.87,-3.9967,59,3.64464298958435
2543583,"Devonta Freeman","ATL","RB",25,3,5,195.27,211.927441860465,6.75291986077077,6.63710311203974,3,16.6574418604651,9.4,4.9,1.4,3.23668436324059,NA,163.2,16,205.678866954312,93.0647379733649,116.003333333333,75.5052713627917,4,4,12.8549291846445,5.81654612333531,7.25020833333333,4.71907946017448,9.6633,45.83,-5.6633,51,4.03291895988847
2555418,"Jordan Howard","CHI","RB",23,1,9,199.6,208.632747196387,4.33992033735382,12.263143700572,3,9.03274719638742,15,8,2,3.18579208953025,NA,175.7,16,204.918704328235,92.3045753472884,120.333333333333,72.210576698714,5,5,12.8074190205147,5.76903595920553,7.52083333333333,4.51316104366963,12.45,39.48,-7.45,44,4.65724328018717
2508061,"Antonio Brown","PIT","WR",29,7,9,165.977070063694,225.306101940768,22.4191177888215,10.8677151051377,1,59.3290318770739,3.7,1.2,0.6,3.29426086517209,NA,207.3,16,202.457471984783,85.8557209148303,66.4293162965587,94.19250218559,6,1,12.6535919990489,5.3659825571769,4.15183226853492,5.88703138659938,4.5133,61.64,1.4867,68,2.9773157644821
2495454,"Julio Jones","ATL","WR",28,6,5,176.6,220.637159942905,20.0785394184032,15.7211965209959,1,44.0371599429053,5,2.3,0.9,3.88596750473906,NA,162.4,16,199.398151427583,82.7964003576307,77.0522462328644,89.5235601877271,7,2,12.462384464224,5.17477502235192,4.81576538955403,5.59522251173295,5.0433,59.39,1.9567,66,3.02118411253914
2552469,"Melvin Gordon","LAC","RB",24,2,9,180.65,199.061395348837,7.6083366643962,4.83221348920986,4,18.4113953488372,8.5,4.6,1.3,4.1020220389421,NA,230.1,16,193.164823356309,80.550694375362,101.383333333333,62.6392248511638,8,6,12.0728014597693,5.03441839846012,6.33645833333333,3.91495155319774,10.65,45.105,-2.65,50,3.86329646712618
2506363,"Aaron Rodgers","GB","QB",34,12,8,293.02,344.172797674419,19.1068147426754,30.8597938971557,1,51.1527976744186,34.8,1.1,0.3,2.5611785101638,NA,122.6,16,324.415340091022,79.9419307299667,99.1933333333334,84.3988624450608,9,1,20.2759587556889,4.99637067062292,6.19958333333333,5.2749289028163,20.4333,33.815,-11.4333,38,8.537245791869
2552582,"Jay Ajayi","MIA","RB",24,2,1,175.2,207.972691399964,12.9446084939607,8.55972268627144,4,32.7726913999642,11.6,6.2,1.4,4.38575848708911,NA,109.1,16,192.146297899018,79.5321689180709,95.9333333333334,71.5505209022909,10,7,12.0091436186886,4.97076055737943,5.99583333333333,4.47190755639318,10.37,42.5,-0.369999999999999,47,4.08821910423442
