"id","player","team","position","age","exp","pos","avg_type","points","pos_rank","drop_off","sd_pts","floor","ceiling","tier","points_vor","rank","floor_vor","floor_rank","ceiling_vor","ceiling_rank"
"0525","Tampa Bay Buccaneers","TBB","DST",NA,50,"DST","weighted",108.278266824689,8,0.930728530236365,19.5304023773659,78,118.765421511628,7,-9.52593365007142,146,-17,160,-13.9573037790698,159
"0526","Atlanta Falcons","ATL","DST",NA,50,"DST","weighted",91.7370503730193,25,3.86818071856838,10.5536562872831,72,94.5583944954128,15,-26.067150101741,205,-23,183,-38.1643307952848,252
"0527","Carolina Panthers","CAR","DST",NA,50,"DST","weighted",96.1155988081975,20,1.05507063688276,22.1504113711546,69,115.76951744186,11,-21.6886016665629,190,-26,194,-16.9532078488372,177
"0528","Los Angeles Rams","LAR","DST",NA,50,"DST","weighted",116.921032702455,3,1.79531687783985,19.8191302059734,89,131.71175872093,3,-0.883167772305512,108,-6,123,-1.01096656976745,111
"0529","New Orleans Saints","NOS","DST",NA,50,"DST","weighted",112.943334681654,6,2.70512315668879,15.5949518304733,92,123.207790697674,4,-4.86086579310647,124,-3,116,-9.51493459302324,145
"0530","San Francisco 49ers","SFO","DST",NA,50,"DST","weighted",120.70378111634,2,4.34937096237016,15.2365151499473,104,132.881002906977,2,2.8995806415801,96,9,81,0.158277616279065,105
"0531","Baltimore Ravens","BAL","DST",NA,50,"DST","weighted",114.463644043744,5,1.89289859029664,9.96475415771899,97,118.18085755814,4,-3.34055643101613,116,2,97,-14.5418677325581,164
"0532","Houston Texans","HOU","DST",NA,50,"DST","weighted",94.7168553571143,23,2.06193606949327,12.8890701311438,71,97.6179357798165,14,-23.087345117646,199,-24,189,-35.1047895108812,241
"4397","Roosevelt Nix","FA","RB",28,6,"RB","weighted",0.3,159,0.17,NA,0.3,0.3,27,-115.389356743548,559,-99.6756666666667,538,-139.968267755328,610
"4925","Drew Brees","NOS","QB",41,19,"QB","weighted",282.805088049337,8,2.99038203750757,15.428935627991,265.5,301.233782181818,5,19.2789212893902,67,21.7266666666667,68,4.68852664827295,93
"5848","Tom Brady","TBB","QB",43,20,"QB","weighted",281.305472223298,9,4.2432583692563,28.5873899077217,245.04,318.09884676631,5,17.7793054633515,71,1.26666666666668,101,21.5535912327649,66
"6997","Jason Witten","LVR","TE",38,17,"TE","weighted",41.4607100202692,42,0.981355016841079,20.0250507178131,15.2,68.5188434163701,9,-52.9581753012527,286,-66.3333333333333,302,-42.1444755046737,263
"7393","Larry Fitzgerald","ARI","WR",37,16,"WR","weighted",79.8087160957558,71,1.00913882239975,12.1985944163283,71.5,97.9380909090909,11,-46.7274333904037,265,-34.2333333333333,219,-43.9806984794565,271
"7394","Philip Rivers","IND","QB",39,16,"QB","weighted",233.247771383509,26,12.3266732817594,22.8679719605916,215.34,267.627695871886,7,-30.2783953764379,217,-28.4333333333333,205,-28.9175596616591,219
"7401","Ben Roethlisberger","PIT","QB",38,16,"QB","weighted",246.675978903858,19,5.35414810340072,21.190787948208,222.06,271.477539937888,6,-16.850187856089,168,-21.7133333333333,177,-25.067715595657,206
"7480","Matt Schaub","ATL","QB",39,16,"QB","weighted",13.9615827123696,51,0.748584947839046,5.6610968901795,10.06,17.2445892966361,11,-249.564584047577,652,-233.713333333333,617,-279.300666236909,657
"7813","Alex Smith","WAS","QB",36,15,"QB","weighted",22.2432571428571,45,0.768072091344155,27.7112059894529,4.2,45.9251978891821,10,-241.28290961709,646,-239.573333333333,632,-250.620057644363,646
"7836","Aaron Rodgers","GBP","QB",37,15,"QB","weighted",275.800487907723,11,8.98158183696984,13.7705151035471,263.9,298.006487877633,5,12.2743211477766,80,20.1266666666667,71,1.46123234408805,99
"7877","Frank Gore","NYJ","RB",37,15,"RB","weighted",53.4963035484223,72,0.623494024612803,16.7878781969541,37.1,77.2025095503657,10,-62.1930531951255,308,-62.8756666666667,290,-63.0657582049623,313
"8062","Ryan Fitzpatrick","MIA","QB",38,15,"QB","weighted",158.094907845898,32,54.6081626183522,50.5149971938577,101.18,229.507108958224,8,-105.431258914048,494,-142.593333333333,604,-67.0381465753211,322
"8153","Robbie Gould","SFO","K",38,15,"K","weighted",112.924409756605,7,3.36693594754129,34.0781652984073,70.3115059162195,142.488447821475,1,2.24462396502753,97,-21.4284357375587,176,10.8909658652592,85
"8269","Marcedes Lewis","GBP","TE",36,14,"TE","weighted",19.0547579318449,74,0.67549337617584,8.09696738472364,6.6,25.6578488372093,10,-75.364127389677,361,-74.9333333333333,346,-85.0054700838345,379
"8359","Stephen Gostkowski","TEN","K",36,14,"K","weighted",83.1663859409325,34,9.82831282180183,22.9976643416328,63.3118678008365,113.217571428571,2,-27.513399850645,211,-28.4280738529418,204,-18.3799105276445,181
"8658","Adrian Peterson","DET","RB",35,13,"RB","weighted",80.4873118369301,50,0.443829896881013,36.280178163111,47.2,127.615397553517,9,-35.2020449066178,235,-52.7756666666667,266,-12.6528702018113,153
"8673","Ted Ginn Jr.","CHI","WR",35,13,"WR","weighted",26.8542284748161,126,1.97405898329066,1.11578045362214,24.6,26.6028880733945,14,-99.6819210113434,476,-81.1333333333333,400,-115.315901315153,478
"8687","Greg Olsen","SEA","TE",35,13,"TE","weighted",74.4059021684317,23,1.93770308668282,3.8074371957667,69.632,78.3188181818182,7,-20.0129831530902,181,-11.9013333333333,141,-32.3445007392256,231
"8742","Mason Crosby","GBP","K",36,13,"K","weighted",106.564496949674,13,1.05860532254736,23.7396572975089,79.1243866575238,134.10886718465,1,-4.1152888419038,119,-12.6155549962544,143,2.51138522843419,96
"8851","Nick Folk","FA","K",36,13,"K","weighted",116.561941448382,6,4.4172803691411,2.1920310216783,115,117.792370030581,1,5.88215565680456,90,23.2600583462218,66,-13.8051119256349,158
"8930","Matt Prater","DET","K",36,14,"K","weighted",105.989559007204,14,1.09482642351939,25.2367800844676,72.793244230982,129.552468128222,1,-4.69022678437324,123,-18.9466974227962,168,-2.04501382799396,118
"8944","Matt Moore","FA","QB",36,13,"QB","weighted",12.713,53,0.497258365623447,NA,12.713,12.713,11,-250.813166759947,654,-231.060333333333,611,-283.832255533545,664
"9064","Joe Flacco","NYJ","QB",35,12,"QB","weighted",54.6304957337744,36,14.5287180711899,62.4860132825472,8.1,113.087024464832,9,-208.895671026172,637,-235.673333333333,624,-183.458231068713,638
"9073","Chad Henne","KCC","QB",35,12,"QB","weighted",6.67011904761905,66,0.178350455733384,4.06937626880332,3.28,10.3673183139535,12,-256.856047712328,667,-240.493333333333,634,-286.177937219592,669
"9075","DeSean Jackson","PHI","WR",34,12,"WR","weighted",104.06561958278,54,0.180194877806173,23.7131030103563,67.6,129.614270462633,9,-22.4705299033794,192,-38.1333333333333,226,-12.304518925914,152
"9099","Matt Ryan","ATL","QB",35,12,"QB","weighted",278.323939800361,10,3.24704302487493,18.0397546270336,252.4,302.083579636364,5,14.7977730404137,76,8.62666666666667,83,5.53832410281842,91
"9200","Matt Slater","NEP","WR",35,12,"WR","weighted",1.098,218,0.1125,NA,1.098,1.098,17,-125.43814948616,619,-104.635333333333,584,-140.820789388547,619
"9308","Danny Amendola","DET","WR",35,12,"WR","weighted",74.298332637403,79,1.34650316620296,13.8708406932222,60.68,93.2477761627907,11,-52.2378168487565,284,-45.0533333333333,247,-48.6710132257567,282
"9319","Steven Hauschka","FA","K",35,12,"K","weighted",67.4070913792155,37,4.35263209312509,62.9180206156266,23.1204819277108,103.161231900077,2,-43.2726944123621,258,-68.6194597260674,311,-28.4362500561386,216
"9431","Matthew Stafford","DET","QB",32,11,"QB","weighted",259.284506498259,13,2.51020416397944,27.0462292479544,232.1,293.133581818182,5,-4.24166026168746,120,-11.6733333333333,140,-3.41167371536341,124
"9448","LeSean McCoy","TBB","RB",32,11,"RB","weighted",49.7900333276046,78,0.908129162185368,27.4228395426476,18,85.016503641592,11,-65.8993234159433,317,-81.9756666666667,408,-55.2517641137361,295
"9474","Jared Cook","NOS","TE",33,11,"TE","weighted",107.440145234493,6,2.30285100964352,13.4151006922829,91.614,122.213073394495,5,13.0212599129713,78,10.0806666666667,78,11.5497544734517,83
"9662","Julian Edelman","NEP","WR",34,11,"WR","weighted",127.548362247225,35,1.51831914159798,10.0260126420253,112,139.334454545455,7,1.01221276106531,102,6.26666666666667,89,-2.58433484309285,121
"9686","Ryan Succop","TBB","K",34,11,"K","weighted",84.3940167817547,33,4.15264004622473,39.2149009524646,18.2554418300359,117.085817151163,2,-26.2857690098228,208,-73.4844998237424,337,-14.5116648050532,162
"9694","Graham Gano","NYG","K",33,11,"K","weighted",77.3163675301275,35,8.93293248645271,26.6575266774179,47.8,100.894295652174,2,-33.3634182614501,227,-43.9399416537782,240,-30.703186304042,223
"9706","Chase Daniel","DET","QB",34,11,"QB","weighted",5.5466419047619,70,1.5173900418707,5.03209302347975,0.122,9.68712209302326,12,-257.979524855185,671,-243.651333333333,644,-286.858133440522,670
"9714","Brian Hoyer","NEP","QB",35,11,"QB","weighted",12.1568011988012,56,1.79359167499168,6.80464121924799,7.034,18.3657,11,-251.369365561146,657,-236.739333333333,627,-278.179555533545,656
"9831","Golden Tate","NYG","WR",32,10,"WR","weighted",109.868172729097,44,0.548466830431991,16.5201293927797,95.5,133.668486238532,9,-16.6679767570628,166,-10.2333333333333,132,-8.25030315001527,138
"9899","Colt McCoy","NYG","QB",34,10,"QB","weighted",8.69902178695621,61,1.1978884736063,6.21226226589126,1.3,12.9853034300792,12,-254.827144972991,662,-242.473333333333,639,-283.559952103466,661
"9902","Rob Gronkowski","TBB","TE",31,10,"TE","weighted",104.646700973175,8,4.68694656367497,18.7732864784777,86.374,131.908363636364,5,10.2278156516532,84,4.84066666666666,91,21.2450447153199,67
"9918","Emmanuel Sanders","NOS","WR",33,10,"WR","weighted",113.984379197846,42,2.48395633848179,16.7617452872521,100.1,139.024857651246,9,-12.5517702883131,157,-5.63333333333333,122,-2.89393173730184,123
"9921","Andre Roberts","FA","WR",32,10,"WR","weighted",15.8499513618677,147,0.613721007476332,11.2326114794671,6.8,25.1181926121372,14,-110.686198124292,521,-98.9333333333333,516,-116.80059677641,483
"9925","Jimmy Graham","CHI","TE",34,10,"TE","weighted",55.9975168935956,35,5.11481641050377,8.57368510718294,47.658,66.0825978647687,8,-38.4213684279263,252,-33.8753333333333,217,-44.5807210562751,274
"9988","Antonio Brown","FA*","WR",32,10,"WR","weighted",61.6,89,4.38688250506919,NA,61.6,61.6,12,-64.9361494861595,316,-44.1333333333333,241,-80.3187893885474,364
"10261","A.J. Green","CIN","WR",32,9,"WR","weighted",138.945031771548,28,2.55513802688307,11.3176333062625,127.23,155.624697508897,6,12.408882285389,79,21.4966666666667,69,13.7059081203494,82
"10262","Blaine Gabbert","TBB","QB",31,9,"QB","weighted",14.1444,50,0.30711087928465,8.66086154852547,9.02,22.2477981651376,11,-249.381766759947,651,-234.753333333333,622,-274.297457368408,653
"10271","Julio Jones","ATL","WR",31,9,"WR","weighted",186.187051063879,4,11.7094988373988,7.09671919336649,174.564,193.694466192171,3,59.6509015777198,26,68.8306666666667,21,51.7756768036234,35
"10273","Cam Newton","NEP","QB",31,9,"QB","weighted",256.940688138333,14,0.695338161329289,27.7639988955934,225.22,294.532422738863,5,-6.5854786216135,130,-18.5533333333333,163,-2.01283279468271,117
"10276","Mark Ingram","BAL","RB",31,9,"RB","weighted",164.703648550698,24,4.17267427176205,22.0194563646831,141.433,196.732204680699,5,49.01429180715,35,41.4573333333333,41,56.4639369253711,31
"10308","Randall Cobb","HOU","WR",30,9,"WR","weighted",80.5360023340624,70,0.982067012828452,14.5149077027879,60.2,97.4977272727273,11,-46.0001471520971,263,-45.5333333333333,249,-44.4210621158201,273
"10312","Kyle Rudolph","MIN","TE",31,9,"TE","weighted",71.8012889561271,25,9.03244931921331,6.16488078783432,65.1,79.8596619217082,7,-22.6175963653948,194,-16.4333333333333,158,-30.8036569993356,224
"10313","Andy Dalton","DAL","QB",33,9,"QB","weighted",27.0709575152811,42,4.10880418194778,24.2893013220342,4.22,51.662,10,-236.455209244666,643,-239.553333333333,631,-244.883255533545,643
"10354","Luke Stocker","ATL","TE",32,9,"TE","weighted",10.9262316213494,95,0.543571167049647,7.18110076126681,5.684,17.283488372093,11,-83.4926537001725,398,-75.8493333333333,357,-93.3798305489507,409
"10368","Taiwan Jones","BUF","RB",32,9,"RB","weighted",1.10898305084746,155,0.312031587057011,0.272236110756821,0.915,1.26179434250765,21,-114.5803736927,552,-99.0606666666667,521,-139.00647341282,599
"10378","Anthony Sherman","KCC","RB",32,9,"RB","weighted",6.70010477657935,137,1.51957395993837,0.569928065636357,6.294,7.02001620795107,14,-108.989251966968,517,-93.6816666666667,466,-133.248251547377,547
"10389","Dion Lewis","NYG","RB",30,9,"RB","weighted",48.0375240893067,80,0.360255749538361,13.8942964953679,26.753,62.3759393939394,11,-67.6518326542411,325,-73.2226666666667,333,-77.8923283613887,357
"10398","Lee Smith","BUF","TE",33,9,"TE","weighted",9.33007854984894,100,0.0425733609738916,2.92992270855717,5.994,11.472247706422,12,-85.0888067716729,408,-75.5393333333333,352,-99.1910712146217,432
"10413","Tyrod Taylor","LAC","QB",31,9,"QB","weighted",196.536158949973,29,15.1849963494207,59.3205935891105,87.7333494795669,250.94995621118,8,-66.9900078099735,322,-156.039983853766,606,-45.5952993223651,276
"10432","Virgil Green","LAC","TE",32,9,"TE","weighted",16.247114948487,81,1.03813434683249,7.2753619041236,8.8,25.4920058139535,10,-78.1717703730349,372,-72.7333333333333,331,-85.1713131070903,380
"10487","Kai Forbath","FA","K",33,9,"K","weighted",59.0614481409002,40,43.6958621439443,38.4868119474392,31.9714285714286,80.9321756225426,3,-51.6183376506774,279,-59.7685130823497,277,-50.6653063336734,289
"10506","Dan Bailey","MIN","K",32,9,"K","weighted",101.860556403985,21,0.443580778959003,28.3424887071511,71.5422375094613,125.582357142857,1,-8.81922938759243,142,-20.197704144317,172,-6.0151248133588,131
"10514","Nick Bellore","FA","RB",31,9,"RB","weighted",3.33887981510015,145,0.337770416024653,1.76847405974756,1.9,4.14895822981367,19,-112.350476928448,534,-98.0756666666667,503,-136.119309525514,568
"10696","Robert Griffin III","BAL","QB",30,8,"QB","weighted",17.7676956521739,48,3.59513071001225,9.95994520597348,9.1,28.5983486238532,11,-245.758471107773,649,-234.673333333333,621,-267.946906909692,650
"10697","Ryan Tannehill","TEN","QB",32,8,"QB","weighted",256.607916530227,15,2.85804791248052,14.958672672567,245.14,277.249979938929,6,-6.91825022972023,132,1.36666666666665,100,-19.2952755946162,186
"10699","Nick Foles","CHI","QB",31,8,"QB","weighted",110.248984794757,33,25.7557726558416,77.7341021543679,28.72,205.623584336761,9,-153.27718196519,634,-215.053333333333,608,-90.9216711967839,401
"10700","Kirk Cousins","MIN","QB",32,8,"QB","weighted",238.294659064979,23,3.84309191972582,19.7757407717634,225.18,269.404127298137,7,-25.2315076949682,204,-18.5933333333333,165,-27.1411282354086,211
"10703","Russell Wilson","SEA","QB",32,8,"QB","weighted",313.977032096059,4,7.77769915952859,15.3306723110092,297.34,335.026750499555,3,50.4508653361124,32,53.5666666666667,30,38.4814949660098,47
"10722","Alshon Jeffery","PHI","WR",30,8,"WR","weighted",83.439046840018,68,2.19520175249706,34.9689551889475,40.446,125.661772727273,10,-43.0971026461416,257,-65.2873333333333,297,-16.2570166612747,174
"10723","Mohamed Sanu","FA","WR",31,8,"WR","weighted",0.9,220,0.0499999999999999,Inf,0.9,0.9,17,-125.63614948616,621,-104.833333333333,587,-141.018789388547,622
"10729","T.Y. Hilton","IND","WR",31,8,"WR","weighted",144.318238023197,25,0.305988811623081,11.617406361783,130.7,160.205318181818,6,17.7820885370377,70,24.9666666666667,63,18.2865287932708,75
"10738","Marvin Jones","DET","WR",30,8,"WR","weighted",124.773717082732,37,7.03177162471019,12.9690829068298,108.2,140.419727272727,8,-1.76243240342795,109,2.46666666666667,95,-1.4990621158201,116
"10862","Randy Bullock","CIN","K",31,8,"K","weighted",95.1736609538938,27,3.06687984460244,22.3725799874389,67.2673001296908,113.123240354175,2,-15.5061248376838,164,-24.4726415240874,191,-18.4742416020408,182
"10868","Greg Zuerlein","DAL","K",33,8,"K","weighted",121.336930573269,5,6.59375497077491,29.4001494966212,85.037961430278,149.899361128394,1,10.6571447816909,83,-6.7019802235002,126,18.3018791721784,74
"10935","Alex Tanney","FA","QB",33,8,"QB","weighted",0.0012,81,0.1042,NA,0.0012,0.0012,20,-263.524966759947,682,-243.772133333333,649,-296.544055533545,684
"10940","Derek Carrier","LVR","TE",30,8,"TE","weighted",14.0826040946767,86,0.780282034568248,6.49408097433224,5.805,20.2154651162791,11,-80.3362812268452,382,-75.7283333333333,355,-90.4478538047647,398
"10948","Case Keenum","CLE","QB",32,8,"QB","weighted",20.759654160997,47,4.77544139274838,13.7968459943449,10.28,36.3577981651376,10,-242.76651259895,648,-233.493333333333,616,-260.187457368408,648
"10960","Josh Gordon","SEA","WR",29,8,"WR","weighted",78.3,73,0.597421576058196,NA,78.3,78.3,11,-48.2361494861595,268,-27.4333333333333,199,-63.6187893885474,319
"10973","Cole Beasley","BUF","WR",31,8,"WR","weighted",88.4456006051437,66,2.55906237710037,17.3308140423015,59.883,107.795,10,-38.0905488810158,249,-45.8503333333333,250,-34.1237893885474,236
"10976","Justin Tucker","BAL","K",31,8,"K","weighted",133.520434162012,1,1.37722131724132,28.1772712475988,98.7350578288622,162.171154050279,1,22.8406483704345,62,6.99511617508401,86,30.5736720940628,57
"10983","Chris Hogan","NYJ","WR",32,9,"WR","weighted",21.0549494163424,134,0.689873540856027,17.6555007632544,7.7,35.9048960422164,14,-105.481200069817,495,-98.0333333333333,502,-106.013893346331,455
"11104","Josh Bellamy","NYJ","WR",31,8,"WR","weighted",4.22632357473035,192,0.176323574730354,2.81287077556009,2.222,5.80524128440367,16,-122.309825911429,593,-103.511333333333,575,-136.113548104144,567
"11150","Geno Smith","SEA","QB",30,7,"QB","weighted",3.84562742175857,72,0.855627421758569,6.23102495581586,-0.672,7.2805738372093,12,-259.680539338188,673,-244.445333333333,654,-289.264681696336,675
"11151","Matt Barkley","BUF","QB",30,7,"QB","weighted",12.2557850500319,54,0.0895353412707482,9.6055876084226,7.74,22.4942339449541,11,-251.270381709915,655,-236.033333333333,625,-274.051021588591,652
"11152","Mike Glennon","FA","QB",31,7,"QB","weighted",7.34968838526912,63,0.355218452718199,10.0692005640964,-0.08,12.8336886543536,12,-256.176478374678,664,-243.853333333333,652,-283.711566879192,662
"11177","Kenjon Barner","FA","RB",31,7,"RB","weighted",1.93879198767334,150,0.143576271186441,1.7974654377762,0.658,2.94774342507645,21,-113.750564755875,544,-99.3176666666667,526,-137.320524330252,582
"11182","Rex Burkhead","NEP","RB",30,7,"RB","weighted",56.7990504447297,70,3.0507040157481,14.6093166311587,47.6,77.1731804281345,10,-58.8903062988181,299,-52.3756666666667,264,-63.0950873271935,314
"11186","Chris Thompson","JAC","RB",30,7,"WR","weighted",NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA
"11186","Chris Thompson","JAC","RB",30,7,"RB","weighted",82.3371918854201,48,1.23870898954888,20.4494827836344,64,111.184798027566,9,-33.3521648581277,226,-35.9756666666667,223,-29.0834697277624,220
"11188","Theo Riddick","FA","RB",29,7,"RB","weighted",8.111,130,0.251804474708171,NA,8.111,8.111,13,-107.578356743548,505,-91.8646666666667,454,-132.157267755328,540
"11192","Le'Veon Bell","NYJ","RB",28,7,"RB","weighted",172.869262877037,22,7.94450514950196,30.0998861607537,147.717,218.659872386322,4,57.1799061334893,30,47.7413333333333,33,78.3916046309942,22
