"id","player","team","position","age","exp","pos","avg_type","points","pos_rank","drop_off","sd_pts","floor","ceiling","tier","points_vor","rank","floor_vor","floor_rank","ceiling_vor","ceiling_rank"
"12394","DeAndre Carter","HOU","WR",27,5,"WR","weighted",10.1003667180277,167,1.94304391371341,0.439113311116846,10.879,11.4383747706422,15,-116.435782768132,567,-94.8543333333333,473,-130.480414617905,535
"12417","Josh Lambo","JAC","K",30,5,"K","weighted",104.767240920321,16,1.21858987978324,22.7251717451306,76.1879583764459,122.476832298137,1,-5.91254487125616,129,-15.5519832773324,156,-9.1206496580793,142
"12429","DeAndrew White","BAL","WR",29,5,"WR","weighted",2.255,210,0.3375,NA,2.255,2.255,17,-124.28114948616,611,-103.478333333333,574,-139.663789388547,607
"12437","Jason Myers","SEA","K",29,6,"K","weighted",105.022224247048,15,0.684100818338365,22.3674712263971,78.4253211567732,126.813736520428,1,-5.65756154452909,127,-13.314620497005,146,-4.78374543578779,127
"12443","Jake Kumerow","FA","WR",28,3,"WR","weighted",22.4,133,1.67094941634241,NA,22.4,22.4,14,-104.13614948616,489,-83.3333333333333,414,-119.518789388547,490
"12444","Rod Smith","FA","RB",28,5,"RB","weighted",12.2008690292758,120,0.400161294124322,12.8255027971616,3.062,19.4000669724771,12,-103.488487714272,485,-96.9136666666667,490,-120.868200782851,496
"12447","Raheem Mostert","SFO","RB",28,5,"RB","weighted",173.978366056787,20,0.773927775792345,34.4032401582453,138.1,214.975228049932,4,58.2890093132391,27,38.1243333333334,44,74.706960294604,24
"12464","Damiere Byrd","NEP","WR",27,5,"WR","weighted",42.5593190661479,108,0.35920071394775,8.06163610178364,37.6,49.9606911314985,13,-83.9768304200117,401,-68.1333333333333,309,-91.9580982570489,405
"12471","Seth Roberts","CAR","WR",29,6,"WR","weighted",11.3927996108949,161,0.197999148645325,3.5728692979355,8.6,14.7154819571865,15,-115.143349875265,555,-97.1333333333333,493,-127.203307431361,521
"12479","Khari Lee","FA","TE",28,5,"TE","weighted",4.56438212634823,114,0.171662557781202,0.620839753881789,4.122,4.91287125382263,13,-89.8545031951737,435,-77.4113333333333,363,-105.750447667221,454
"12505","Adam Humphries","TEN","WR",27,5,"WR","weighted",62.3893485495846,88,2.59799432217931,13.706548726866,48.366,80.8941459074733,12,-64.1468009365749,313,-57.3673333333333,271,-61.0246434810741,307
"12585","Daniel Brown","FA","TE",28,5,"TE","weighted",5.50719568567026,112,0.548628659476116,2.69761237022668,3.585,7.02141666666667,13,-88.9116896358516,426,-77.9483333333333,369,-103.641902254377,444
"12586","Darius Jennings","FA","WR",28,5,"WR","weighted",3.19704776579353,200,0.0774961479198768,2.56114076145768,1.4,4.65698788819876,16,-123.339101720366,601,-104.333333333333,580,-137.261801500349,579
"12610","Carson Wentz","PHI","QB",28,4,"QB","weighted",274.353305643248,12,16.2407083249515,23.9721716390827,248.92,311.284526133469,5,10.827138883301,82,5.14666666666668,90,14.7392705999238,79
"12611","Jared Goff","LAR","QB",26,4,"QB","weighted",255.882783423781,16,4.43723476883588,14.8291587548055,239.46,277.459455545455,6,-7.64338333616541,134,-4.31333333333333,118,-19.0857999880907,184
"12616","Jacoby Brissett","IND","QB",28,4,"QB","weighted",37.299641014723,39,6.70904634745156,31.97202391497,3.84,63.2008868501529,10,-226.226525745224,640,-239.933333333333,633,-233.344368683392,641
"12620","Dak Prescott","DAL","QB",27,4,"QB","weighted",319.570891130495,3,5.64731741650911,15.1793564955471,304.539131337405,343.057281818182,3,56.0447243705484,31,60.7657980040713,27,46.5120262846366,40
"12623","Jeff Driskel","DEN","QB",27,4,"QB","weighted",9.78641904761905,58,0.596830006523158,1.47649794216717,8.26,10.9894459102902,11,-253.739747712328,659,-235.513333333333,623,-285.555809623255,666
"12625","Ezekiel Elliott","DAL","RB",25,4,"RB","weighted",267.138804072632,3,14.9102193560784,39.4280374486021,244.9,330.037931094096,1,151.449447329084,3,144.924333333333,2,189.769663338768,3
"12626","Derrick Henry","TEN","RB",26,4,"RB","weighted",255.748203430159,4,15.9587835390162,17.9982868373721,240.6,283.059060836339,2,140.058846686611,4,140.624333333333,4,142.790793081011,6
"12629","Devontae Booker","LVR","RB",28,4,"RB","weighted",22.2945517762661,106,0.132741960315141,13.5834605922514,10.556,36.9938636363636,12,-93.3948049672818,458,-89.4196666666667,442,-103.274404118964,442
"12630","Kenyan Drake","ARI","RB",26,4,"RB","weighted",208.113891183266,13,10.9867339596005,25.1871190718078,178.7,243.498134231415,3,92.4245344397182,14,78.7243333333333,17,103.229866476086,16
"12632","Kenneth Dixon","FA","RB",26,4,"RB","weighted",22.2546196319018,107,0.770119631901839,26.6961094169169,3.146,37.1703624242424,12,-93.434737111646,459,-96.8296666666667,489,-103.097905331086,441
"12634","Jordan Howard","MIA","RB",26,4,"RB","weighted",129.846899215203,31,8.99933979058019,21.859860313854,103.3,159.369818181818,6,14.1575424716549,77,3.32433333333333,94,19.1015504264901,71
"12635","Jonathan Williams","FA","RB",26,4,"RB","weighted",4.634,140,0.263482280431433,NA,4.634,4.634,16,-111.055356743548,524,-95.3416666666667,477,-135.634267755328,559
"12636","Wendell Smallwood","FA","RB",26,4,"RB","weighted",8.83905392912173,128,0.403553929121726,3.2222856018671,6.543,10.6477839449541,13,-106.850302814426,503,-93.4326666666667,464,-129.620483810374,530
"12637","Peyton Barber","WAS","RB",26,4,"RB","weighted",50.9928413631022,77,1.23468257853413,18.713250771703,27.928,70.1932415902141,11,-64.6965153804456,315,-72.0476666666667,324,-70.075026165114,333
"12639","Tyler Ervin","GBP","RB",27,4,"RB","weighted",6.91648054474708,136,0.873897339816419,5.51439290125995,3.461,11.5387335092348,13,-108.772876198801,516,-96.5146666666667,486,-128.729534246093,526
"12640","Josh Ferguson","FA","RB",27,4,"RB","weighted",1.351,153,0.142508474576271,NA,1.351,1.351,23,-114.338356743548,548,-98.6246666666667,511,-138.917267755328,596
"12645","Laquon Treadwell","FA","WR",25,4,"WR","weighted",23.5149858356941,129,0.63091495741978,18.1443600052468,9.74,33.0100316622691,14,-103.021163650465,482,-95.9933333333333,481,-108.908757726278,467
"12646","Corey Coleman","NYG","WR",26,4,"WR","weighted",15.2634607087827,148,0.348025423728814,6.1497076759794,10.683,18.5169490825688,14,-111.272688777377,526,-95.0503333333333,475,-123.401840305979,510
"12647","Will Fuller","HOU","WR",26,4,"WR","weighted",127.61689729374,34,0.199531605866937,24.5727577545509,95.8,156.165195729537,7,1.08074780758091,101,-9.93333333333332,130,14.24640634099,80
"12650","Tyler Boyd","CIN","WR",26,4,"WR","weighted",131.110695052486,32,3.18854359476728,14.0157007421893,115.065,148.987409090909,7,4.57454556632671,93,9.33166666666668,80,7.0686197023617,88
"12652","Michael Thomas","NOS","WR",27,4,"WR","weighted",206.553950093925,1,12.0121056467785,13.5933644862022,188.939,225.154768683274,1,80.0178006077657,17,83.2056666666667,16,83.2359792947266,20
"12656","Rashard Higgins","CLE","WR",26,4,"WR","weighted",41.9689844357977,110,2.59796327140509,11.5488664848894,35.028,52.9348623853211,13,-84.5671650503618,406,-70.7053333333333,317,-88.9839270032263,392
"12657","Tajae Sharpe","MIN","WR",26,4,"WR","weighted",41.1400014727541,111,3.55164357404127,33.3580890065815,18.151,78.5549696969697,13,-85.3961480134055,411,-87.5823333333333,427,-63.3638196915777,316
"12658","Sterling Shepard","NYG","WR",27,4,"WR","weighted",114.354249354747,41,0.795723261008064,7.50201625976159,108,125.188451957295,9,-12.181900131412,155,2.26666666666667,96,-16.730337431252,176
"12660","Pharoh Cooper","CAR","WR",25,4,"WR","weighted",14.2988120364764,152,0.189280449419343,9.86451208214018,5.423,22.6575535620053,14,-112.237337449683,533,-100.310333333333,548,-119.261235826542,487
"12667","Duke Williams","FA","WR",27,2,"WR","weighted",22.7,131,0.21902140077821,NA,22.7,22.7,14,-103.83614948616,487,-83.0333333333333,413,-119.218789388547,486
"12673","Charone Peake","FA","WR",28,4,"WR","weighted",6.792,172,0.0613990755007698,NA,6.792,6.792,16,-119.74414948616,573,-98.9413333333333,517,-135.126789388547,554
"12675","Mike Thomas","CIN","WR",26,4,"WR","weighted",1.52916640986133,213,0.134666409861325,2.17223203180507,0.005,2.7674149068323,17,-125.006983076298,614,-105.728333333333,595,-139.151374481715,602
"12676","Hunter Henry","LAC","TE",26,4,"TE","weighted",99.9179283853139,10,2.70696216649269,14.0958608890932,85.6,119.6255,5,5.49904306379202,92,4.06666666666666,92,8.96218107895625,86
"12677","Austin Hooper","CLE","TE",26,4,"TE","weighted",95.954870410411,12,2.30397763333364,11.2554265502487,82.5,108.600640569395,5,1.53598508888909,99,0.966666666666669,103,-2.06267835164874,119
"12678","Tyler Higbee","LAR","TE",27,4,"TE","weighted",100.001580433686,9,0.809085227413647,21.114974753171,80.6,130.850836298932,5,5.58269511216444,91,-0.933333333333323,109,20.1875173778886,69
"12680","Nick Vannett","DEN","TE",27,4,"TE","weighted",20.6205475910693,69,0.782004298271556,8.0748376762416,7.026,26.9547093023256,10,-73.7983377304526,350,-74.5073333333333,342,-83.7086096187182,374
"12681","Jerell Adams","FA","TE",28,4,"TE","weighted",9,103,0.292434038267874,NA,9,9,11,-85.4188853215219,412,-72.5333333333333,328,-101.663318921044,435
"12773","Chris Moore","BAL","WR",27,4,"WR","weighted",11.1586009244992,163,0.325865061783166,6.11223101657652,6.456,14.2422085626911,15,-115.37754856166,558,-99.2773333333333,525,-127.676580825856,524
"12785","Demarcus Robinson","KCC","WR",26,4,"WR","weighted",49.2999414276998,101,2.66636881732992,20.8913581770928,23.382,73.8879181494662,13,-77.2362080584597,367,-82.3513333333333,411,-68.0308712390812,327
"12792","Seth DeValve","FA","TE",27,4,"TE","weighted",16.5972602739726,78,0.291272482289774,14.6371103705615,6.2,24.8394090909091,10,-77.8216250475493,369,-75.3333333333333,351,-85.8239098301347,383
"12800","Trevor Davis","FA","WR",27,4,"WR","weighted",6.003,181,0.16247842835131,NA,6.003,6.003,16,-120.53314948616,582,-99.7303333333333,540,-135.915789388547,564
"12801","Tyreek Hill","KCC","WR",26,4,"WR","weighted",191.736519961344,3,10.8942506016525,17.9949056326658,167.4,214.236565836299,2,65.2003704751846,24,61.6666666666667,26,72.3177764477516,25
"12806","Andy Janovich","CLE","RB",27,4,"RB","weighted",22.4014903129657,105,0.126904608881766,16.8291413922398,10.2,31.6788081395349,11,-93.2878664305821,457,-89.7756666666667,444,-108.589459615793,465
"12814","Jakeem Grant","MIA","WR",28,4,"WR","weighted",52.0829892586297,97,0.83209742467993,22.3376353958071,17.641,65.9785203488372,12,-74.4531602275299,355,-88.0923333333333,432,-75.9402690397102,352
"12815","Nate Sudfeld","PHI","QB",27,4,"QB","weighted",0.12,78,0.0599999999999999,Inf,0.12,0.12,17,-263.406166759947,679,-243.653333333333,645,-296.425255533545,681
"12823","Derek Watt","PIT","RB",28,4,"RB","weighted",7.53,134,0.512674124513619,NA,7.53,7.53,13,-108.159356743548,511,-92.4456666666667,459,-132.738267755328,545
"12824","Cody Core","NYG","WR",26,4,"WR","weighted",12.2577917261056,158,0.10310684424601,9.30128259972785,5.146,17.0835153034301,15,-114.278357760054,547,-100.587333333333,553,-124.835274085117,513
"12845","Dwayne Washington","NOS","RB",26,4,"RB","weighted",7.11817120622568,135,0.309878545562463,3.11015492223001,3.59,9.41519788918206,13,-108.571185537322,514,-96.3856666666667,484,-130.853069866146,537
"12857","DeAndre Washington","FA","RB",27,4,"RB","weighted",47.8545366795367,81,1.10272293100554,11.1345026575673,35.9,54.8529090909091,11,-67.8348200640112,326,-64.0756666666667,293,-85.415358664419,381
"12859","Stephen Anderson","LAC","TE",27,4,"TE","weighted",6.251,110,0.698633281972264,NA,6.251,6.251,12,-88.1678853215219,424,-75.2823333333333,350,-104.412318921044,446
"12860","Ka'imi Fairbairn","HOU","K",26,4,"K","weighted",107.750035216251,9,0.313867073064813,26.6312825546394,74.7672359984078,130.26299068323,1,-2.92975057532692,112,-16.9727056553704,159,-1.33449127298613,115
"12868","Ben Braunecker","FA","TE",26,4,"TE","weighted",6.5,109,0.575731124807396,Inf,6.5,6.5,12,-87.9188853215219,423,-75.0333333333333,348,-104.163318921044,445
"12871","D.J. Foster","FA","RB",27,4,"RB","weighted",1.308,154,0.306557010785824,NA,1.308,1.308,24,-114.381356743548,550,-98.6676666666667,513,-138.960267755328,598
"12898","Ross Travis","FA","TE",27,5,"TE","weighted",2.65782742681048,122,0.226827426810477,1.91979491092148,2.7,5.14139208074534,15,-91.7610578947114,448,-78.8333333333333,376,-105.521926840298,452
"12912","Jalen Richard","LVR","RB",27,4,"RB","weighted",64.4331331614774,63,0.302069161137723,8.86325169164489,56.801,77.8313953488372,9,-51.2562235820704,277,-43.1746666666667,236,-62.4368724064909,311
"12913","Alex Erickson","CIN","WR",28,4,"WR","weighted",28.2782372881356,125,2.15112305072755,25.4148319294069,11.558,43.9332785932722,14,-98.2579121980239,473,-94.1753333333333,469,-97.9855107952752,427
"12917","Maurice Harris","FA","WR",28,4,"WR","weighted",2.83,206,0.13,NA,2.83,2.83,17,-123.70614948616,607,-102.903333333333,570,-139.088789388547,600
"12921","Tommylee Lewis","FA","WR",28,4,"WR","weighted",1.368,216,0.212,NA,1.368,1.368,17,-125.16814948616,617,-104.365333333333,582,-140.550789388547,617
"12923","C.J. Ham","MIN","RB",27,4,"RB","weighted",10.609,125,0.584856929955292,NA,10.609,10.609,12,-105.080356743548,493,-89.3666666666667,441,-129.659267755328,531
"12929","Troymaine Pope","FA","RB",27,4,"RB","weighted",4.976,139,0.344482280431434,NA,4.976,4.976,15,-110.713356743548,522,-94.9996666666667,474,-135.292267755328,556
"12930","Robby Anderson","CAR","WR",27,4,"WR","weighted",103.894021966763,55,0.329946119451833,22.4620100485354,79.4,135.052818181818,9,-22.6421275193967,195,-26.3333333333333,196,-6.8659712067292,134
"12955","Chris Manhertz","CAR","TE",28,4,"TE","weighted",13.6809052478134,87,0.86903581161163,6.54283494965981,5.991,20.4445348837209,11,-80.7379800737085,384,-75.5423333333333,353,-90.2187840373228,397
"12956","Wil Lutz","NOS","K",26,4,"K","weighted",133.232470374465,2,4.37903565752532,27.2804103127878,98.2166625800664,157.801158088757,1,22.5526845828876,63,6.47672092628819,88,26.2036761325408,60
"13044","Matt Lengel","FA","TE",30,5,"TE","weighted",5.59753775038521,111,0.167563944530046,0.374059487247684,5.331,5.80750443425076,12,-88.8213475711367,425,-76.2023333333333,359,-104.855814486793,448
"13057","Tra Carson","FA","RB",28,4,"RB","weighted",4.112,142,0.3275,NA,4.112,4.112,17,-111.577356743548,528,-95.8636666666667,478,-136.156267755328,569
"13065","Eric Tomlinson","FA","TE",28,5,"TE","weighted",3.916,117,0.448196456086287,Inf,3.916,3.916,12,-90.5028853215219,440,-77.6173333333333,366,-106.747318921044,456
"13066","Kalif Raymond","TEN","WR",26,4,"WR","weighted",22.5619571984436,132,0.834482490272382,7.62054344732239,19.5,32.3763900621118,14,-103.974192287716,488,-86.2333333333333,422,-109.542399326436,472
"13108","J.D. McKissic","WAS","RB",27,4,"RB","weighted",29.6395510204082,96,0.904081790448139,10.589702034484,15.233,38.2526605504587,11,-86.0498057231397,416,-84.7426666666667,417,-102.015607204869,438
"13113","Deshaun Watson","HOU","QB",25,3,"QB","weighted",313.870115331913,5,17.4462706486526,12.0808415270456,305.56,332.724527272727,3,50.3439485719661,33,61.7866666666667,25,36.179271739182,51
"13115","Mitchell Trubisky","CHI","QB",26,3,"QB","weighted",187.061933860576,30,20.1942842673623,66.9489199108418,94.62,258.956892857143,8,-76.4642328993708,365,-149.153333333333,605,-37.5883626764024,250
"13116","Patrick Mahomes","KCC","QB",25,3,"QB","weighted",352.036837891683,2,35.2628762784054,15.1652504287715,336.18,374.625257677795,2,88.5106711317358,15,92.4066666666667,12,78.0800021442494,23
"13119","Joshua Dobbs","FA","QB",25,3,"QB","weighted",0.0800000000000001,79,0.0594000000000001,NA,0.08,0.08,18,-263.446166759947,680,-243.693333333333,647,-296.465255533545,682
"13125","C.J. Beathard","SFO","QB",27,3,"QB","weighted",3.22,73,1.25,Inf,3.22,3.22,12,-260.306166759947,674,-240.553333333333,635,-293.325255533545,676
"13128","Dalvin Cook","MIN","RB",25,3,"RB","weighted",248.708966002948,5,19.9059846033763,22.8243360684667,230.4,285.078585899246,2,133.0196092594,5,130.424333333333,5,144.810318143918,5
"13129","Leonard Fournette","TBB","RB",25,3,"RB","weighted",173.539613684952,21,4.53204879424723,56.0807901577418,131.3,255.654045503965,4,57.8502569414042,29,31.3243333333333,55,115.385777748637,12
"13130","Christian McCaffrey","CAR","RB",24,3,"RB","weighted",301.018094875213,1,30.1285186077979,32.0461836620752,270.85,347.920912869479,1,185.328738131665,1,170.874333333333,1,207.652645114151,1
"13131","Joe Mixon","CIN","RB",24,3,"RB","weighted",218.252907999797,11,7.06596964373577,29.7098493421985,198.4,267.071509370326,3,102.563551256249,11,98.4243333333333,9,126.803241614998,10
"13132","Alvin Kamara","NOS","RB",25,3,"RB","weighted",230.869873779338,6,5.209937409106,32.9581590090701,210.3,280.840399354498,3,115.18051703579,6,110.324333333333,7,140.57213159917,7
"13133","Samaje Perine","CIN","RB",25,3,"RB","weighted",1.84843143297381,151,0.301931432973806,2.1920310216783,0,2.78759316770186,21,-113.840925310574,545,-99.9756666666667,544,-137.480674587626,584
"13135","Wayne Gallman","NYG","RB",26,3,"RB","weighted",15.526412545133,117,2.81590211294226,8.70847157582493,7.963,25.423119266055,12,-100.162944198415,478,-92.0126666666667,455,-114.845148489273,477
"13136","Corey Clement","PHI","RB",26,3,"RB","weighted",24.4184208359946,104,2.07039979137872,4.28774538112162,22.4,29.3927325581395,11,-91.2709359075532,446,-77.5756666666667,365,-110.875535197189,475
"13138","Kareem Hunt","CLE","RB",25,3,"RB","weighted",137.837787938286,29,6.6140893722351,14.4825441655528,119.7,158.671396325182,6,22.1484311947378,65,19.7243333333333,72,18.4031285698535,73
"13139","Jamaal Williams","GBP","RB",25,3,"RB","weighted",78.9636571386847,53,0.620787916185037,23.2425354910246,57.57,111.621174433939,9,-36.7256996048632,244,-42.4056666666667,233,-28.6470933213893,218
"13144","Elijah McGuire","FA","RB",26,3,"RB","weighted",16.0251617873652,115,0.439949472502594,23.5006938727349,1.165,31.1019090214067,12,-99.6641949561827,475,-98.8106666666667,514,-109.166358733921,468
"13146","James Conner","PIT","RB",25,3,"RB","weighted",183.956831127783,17,4.29087723940589,18.0141276783048,169.2,210.097306041864,4,68.2674743842349,22,69.2243333333333,20,69.829038286536,27
"13148","Dare Ogunbowale","FA","RB",26,3,"RB","weighted",34.7,92,1.85333533368878,NA,34.7,34.7,11,-80.9893567435478,386,-65.2756666666667,296,-105.568267755328,453
"13153","Corey Davis","TEN","WR",25,3,"WR","weighted",91.9716692789613,62,1.33191127200951,8.57830035492123,83.242,103.704409090909,10,-34.5644802071983,232,-22.4913333333333,181,-38.2143802976383,253
"13154","Mike Williams","LAC","WR",26,3,"WR","weighted",109.529512686635,45,0.561227048179887,19.6292300730868,90.7,134.794409090909,9,-17.0066367995249,169,-15.0333333333333,153,-7.12438029763831,135
"13155","John Ross","CIN","WR",25,3,"WR","weighted",66.697054180144,83,0.863708664079397,8.38996013231785,59.1,78.4240697674419,11,-59.8390953060155,302,-46.6333333333333,252,-63.4947196211055,318
"13156","JuJu Smith-Schuster","PIT","WR",24,3,"WR","weighted",156.704093806295,14,1.35883858170121,8.68785091910791,150.9,169.472330960854,5,30.1679443201359,51,45.1666666666667,36,27.5535415723067,58
"13157","Curtis Samuel","CAR","WR",24,3,"WR","weighted",103.251324251437,57,5.89685989814475,17.6431866673029,88.006,126.757227272727,10,-23.2848252347226,200,-17.7273333333333,161,-15.1615621158201,170
"13158","Dede Westbrook","JAC","WR",27,3,"WR","weighted",79.2991545467121,72,1.09628414832578,20.7425692697957,44.4,99.386613372093,11,-47.2369949394474,267,-61.3333333333333,285,-42.5321760164544,266
"13162","Isaiah Ford","MIA","WR",24,3,"WR","weighted",36.863155624037,116,1.07679477134287,24.9933962878197,19.054,50.8924229357798,13,-89.6729938621225,434,-86.6793333333333,424,-91.0263664527676,403
"13163","Chris Godwin","TBB","WR",24,3,"WR","weighted",167.720379179946,8,6.02745856401955,15.8451984840546,152.4,188.723681818182,4,41.1842296937861,41,46.6666666666667,34,46.8048924296344,39
"13164","Cooper Kupp","LAR","WR",27,3,"WR","weighted",152.692079595644,17,0.443708780683295,14.372687960852,140.156,173.662681818182,5,26.1559301094844,55,34.4226666666667,48,31.7438924296344,54
"13165","Ryan Switzer","FA","WR",26,3,"WR","weighted",12.1665346327484,159,0.398717261815545,8.69339506899587,4.3,20.0289900621118,14,-114.369614853411,549,-101.433333333333,556,-121.889799326436,503
"13166","Amara Darboh","FA","WR",26,3,"WR","weighted",5.535,185,0.185,NA,5.535,5.535,16,-121.00114948616,586,-100.198333333333,546,-136.383789388547,572
"13167","Taywan Taylor","FA","WR",25,3,"WR","weighted",18.5947592067989,141,0.487076355899852,1.06066017177982,17.9,19.2380733944954,14,-107.941390279361,509,-87.8333333333333,428,-122.680715994052,507
"13168","Josh Reynolds","LAR","WR",25,3,"WR","weighted",70.3633545503657,82,3.8522408953133,20.1704090538149,45.5,89.2700305810397,11,-56.1727949357938,294,-60.2333333333333,278,-52.6487588075076,292
"13169","Jehu Chesson","FA","WR",27,3,"WR","weighted",3.226,199,0.0579244992295838,NA,3.226,3.226,17,-123.31014948616,600,-102.507333333333,564,-138.692789388547,593
"13170","Shelton Gibson","FA","WR",25,3,"WR","weighted",6.698,174,0.159484591679506,Inf,6.698,6.698,16,-119.83814948616,575,-99.0353333333333,520,-135.220789388547,555
"13172","Noah Brown","DAL","WR",23,3,"WR","weighted",6.67403081664099,175,0.292530816640985,0.464569155239562,6.343,6.93480229357798,15,-119.862118669519,576,-99.3903333333333,531,-134.983987094969,553
"13176","Zay Jones","LVR","WR",25,3,"WR","weighted",36.5815035750766,117,2.30506960719708,33.5563991612887,16.566,66.4738,13,-89.9546459110829,438,-89.1673333333333,439,-75.4449893885474,350
"13179","Gehrig Dieter","FA","WR",27,3,"WR","weighted",3.54959938366718,198,0.338075500770416,4.20374981415403,0.6,5.94588431677019,16,-122.986550102492,599,-105.133333333333,589,-135.972905071777,565
"13183","Chad Hansen","FA","WR",25,3,"WR","weighted",5.921,182,0.25148998459168,NA,5.921,5.921,16,-120.61514948616,583,-99.8123333333333,541,-135.997789388547,566
"13188","O.J. Howard","TBB","TE",26,3,"TE","weighted",60.6772395480812,29,0.707339406431579,9.50185799832293,50.121,73.4883181818182,8,-33.7416457734407,228,-31.4123333333333,211,-37.1750007392256,248
"13189","Evan Engram","NYG","TE",26,3,"TE","weighted",105.627887476524,7,3.30374677309355,10.4543730193535,94.1,117.672525,5,11.2090021550024,81,12.5666666666667,75,7.00920607895625,89
"13190","Jake Butt","DEN","TE",25,3,"TE","weighted",12.1721723356009,91,0.270594221360415,8.38675931561896,2.5,19.86341,11,-82.246712985921,393,-79.0333333333333,377,-90.7999089210438,400
"13192","David Njoku","CLE","TE",24,3,"TE","weighted",47.9924009661836,37,1.37231911385832,8.57071299729205,38.678,58.431976744186,9,-46.4264843553383,264,-42.8553333333333,234,-52.2313421768577,291
"13193","Jonnu Smith","TEN","TE",25,3,"TE","weighted",90.0646483619448,15,2.63735738867194,8.33001134284486,81.5,101.506814946619,6,-4.35423695957714,121,-0.0333333333333314,107,-9.15650397442454,143
"13194","Jeremy Sprinkle","WAS","TE",26,3,"TE","weighted",27.4155240893067,54,0.673282205008913,13.1757334307929,6.501,39.3710606060606,9,-67.0033612322152,323,-75.0323333333333,347,-71.2922583149831,338
"13195","Jordan Leggett","FA","TE",25,3,"TE","weighted",3.331,119,0.031986902927581,Inf,3.331,3.331,13,-91.0878853215219,443,-78.2023333333333,371,-107.332318921044,458
"13197","Michael Roberts","FA","TE",26,3,"TE","weighted",4.47504776579353,115,0.361852080123266,1.89009642611164,3,5.40362468944099,13,-89.9438375557284,436,-78.5333333333333,374,-105.259694231603,451
"13234","Marlon Mack","IND","RB",24,3,"RB","weighted",118.833817735686,33,2.89696461563759,14.760225620397,97.4,135.641972477064,7,3.14446099213768,95,-2.57566666666666,114,-4.62629527826385,126
"13235","Josh Malone","FA","WR",24,3,"WR","weighted",4.69747611710324,190,0.294314329738058,7.68695781827896,-0.2,9.5754597826087,16,-121.838673369056,591,-105.933333333333,602,-132.343329605939,541
"13236","Gerald Everett","LAR","TE",26,3,"TE","weighted",58.4327291981846,33,1.88340997735596,8.95094467015822,46.5,67.8594495412844,8,-35.9861561233373,240,-35.0333333333333,222,-42.8038693797593,267
"13239","Elijhaa Penny","NYG","RB",27,4,"RB","weighted",0.7,157,0.3,NA,0.7,0.7,14,-114.989356743548,554,-99.2756666666667,524,-139.568267755328,606
"13240","Brian Hill","ATL","RB",25,3,"RB","weighted",49.7262842415317,79,1.78025385710998,20.3840561893673,28.4,72.5329357798165,11,-65.9630725020162,318,-71.5756666666667,321,-67.7353319755116,326
"13241","Aldrick Rosas","FA","K",26,4,"K","weighted",103.909005937099,17,1.07687267598676,7.96961081917813,98.7,108.75140699592,1,-6.77077985447875,131,6.96005834622177,87,-22.8460749602955,201
"13246","Mo Alie-Cox","IND","TE",27,3,"TE","weighted",25.9217109283196,57,0.339670030960086,17.4707772946211,8.8,47.5108040697674,9,-68.4971743932023,329,-72.7333333333333,331,-63.1525148512763,315
"13254","Adam Shaheen","MIA","TE",26,3,"TE","weighted",16.7126092214664,77,0.2449775941671,12.8890655470975,5.7,29.5732940406977,10,-77.7062761000555,368,-75.8333333333333,356,-81.0900248803461,368
"13277","Kenny Golladay","DET","WR",27,3,"WR","weighted",175.497487655504,5,4.8003282790599,13.6767532485896,161.4,194.715636363636,4,48.9613381693445,36,55.6666666666667,29,52.796846975089,34
"13280","Chad Williams","FA","WR",26,3,"WR","weighted",3.1391032357473,201,0.0786032357473032,1.76705984618518,1.8,4.0471597826087,17,-123.397046250412,602,-103.933333333333,577,-137.871629605939,587
"13289","Mack Hollins","MIA","WR",27,3,"WR","weighted",14.1331710323575,153,0.356633281972263,9.88111016030081,7.2,19.765750621118,14,-112.402978453802,535,-98.5333333333333,510,-122.153038767429,505
"13290","Tarik Cohen","CHI","RB",25,3,"RB","weighted",107.851001019537,41,7.09993185221425,10.5236074839086,100.8,124.610697674419,7,-7.83835572401125,135,0.824333333333342,104,-15.6575700809095,172
"13299","George Kittle","SFO","TE",27,3,"TE","weighted",152.306185953486,2,22.5004481689042,12.4099572013013,132.3,166.016090909091,2,57.8873006319641,28,50.7666666666667,32,55.3527719880472,32
"13303","Jake Elliott","PHI","K",25,3,"K","weighted",101.525656152607,22,1.97290409642451,25.3054458105833,70.7934233232856,122.479750947471,2,-9.15412963897033,144,-20.9465183304926,173,-9.11773100874474,141
"13313","Isaiah McKenzie","BUF","WR",25,3,"WR","weighted",23.0681417565485,130,0.437163157326744,1.45522575568192,20.642,22.4957733944954,14,-103.468007729611,484,-85.0913333333333,418,-119.423015994052,489
"13315","Eric Saubert","CHI","TE",26,3,"TE","weighted",4.31039137134052,116,0.550087827426811,2.86519667736789,2.3,5.94365403726708,13,-90.1084939501814,439,-79.2333333333333,382,-104.719664883777,447
"13316","Trent Taylor","SFO","WR",26,3,"WR","weighted",19.8793201133144,138,0.0793201133144485,12.3319422638934,10.56,26.3756411609499,14,-106.656829372845,501,-95.1733333333333,476,-115.543148227598,479
"13319","Aaron Jones","GBP","RB",26,3,"RB","weighted",226.736089019805,7,3.47450916638019,38.6607913333462,188.7,280.303013743934,3,111.046732276257,7,88.7243333333333,13,140.034745988606,8
